unit_id,unit_name,region,period,pop_start,pop_end,births_est,deaths_est,natural_increase,net_migration,netmig_rate_per_1000_yr,flag
11024,Davao del Sur,Region XI (Davao Region),2020-2024,680481.0,705129.0,40882.6,21789.1,19093.5,5554.5,1.92,
1630400000,City of Butuan ,Region XIII (Caraga),2020-2024,372910.0,385530.0,20425.6,10889.8,9535.8,3084.2,1.95,
1130700000,City of Davao,Region XI (Davao Region),2020-2024,1776949.0,1848947.0,106611.2,52233.7,54377.5,17620.5,2.33,
10018,Camiguin,Region X (Northern Mindanao),2020-2024,92808.0,94892.0,4303.1,3169.6,1133.6,950.4,2.43,
06004,Aklan,Region VI (Western Visayas),2020-2024,615475.0,634422.0,30747.2,19075.2,11672.0,7275.0,2.79,
18046,Negros Oriental,Negros Island Region (NIR),2020-2024,1432990.0,1492038.0,84514.8,44780.6,39734.3,19313.7,3.17,
03008,Bataan,Region III (Central Luzon),2020-2024,853373.0,891440.0,51107.4,25017.5,26089.9,11977.1,3.29,
0931700000,City of Zamboanga,Region IX (Zamboanga Peninsula),2020-2024,977234.0,1018849.0,55414.0,27798.6,27615.4,13999.6,3.37,
1380700000,City of Marikina,National Capital Region (NCR),2020-2024,456059.0,471323.0,24166.6,15476.0,8690.6,6573.4,3.4,
03049,Nueva Ecija,Region III (Central Luzon),2020-2024,2310134.0,2395816.0,123497.8,71567.5,51930.3,33751.7,3.44,
0330100000,City of Angeles,Region III (Central Luzon),2020-2024,462928.0,483452.0,26515.0,12973.8,13541.2,6982.8,3.54,
1381701000,Pateros,National Capital Region (NCR),2020-2024,65227.0,67319.0,3038.4,1974.7,1063.7,1028.3,3.72,
1381300000,Quezon City,National Capital Region (NCR),2020-2024,2960048.0,3084270.0,149410.4,80391.0,69019.4,55202.6,4.38,
16002,Agusan del Norte,Region XIII (Caraga),2020-2024,387503.0,404100.0,20606.2,11637.3,8969.0,7628.0,4.62,
03069,Tarlac,Region III (Central Luzon),2020-2024,1503456.0,1568162.0,82671.2,47842.1,34829.1,29876.9,4.67,
06019,Capiz,Region VI (Western Visayas),2020-2024,804952.0,835098.0,38308.6,24543.7,13764.9,16381.1,4.79,
03014,Bulacan,Region III (Central Luzon),2020-2024,3708890.0,3876806.0,200007.6,108213.8,91793.7,76122.3,4.82,
10035,Lanao del Norte,Region X (Northern Mindanao),2020-2024,722902.0,761725.0,36843.4,13076.2,23767.3,15055.7,4.87,
03071,Zambales,Region III (Central Luzon),2020-2024,649615.0,681225.0,37279.8,19856.7,17423.1,14186.9,5.12,
0631000000,City of Iloilo ,Region VI (Western Visayas),2020-2024,457626.0,473728.0,20369.5,15520.2,4849.3,11252.7,5.8,
04021,Cavite,Region IV-A (CALABARZON),2020-2024,4344829.0,4573884.0,235472.1,115096.5,120375.6,108679.4,5.85,
1380300000,City of Makati,National Capital Region (NCR),2020-2024,292743.0,309770.0,22701.9,13898.7,8803.2,8223.8,6.55,2020 pop restated to 2024 boundaries; EMBO barangays moved Makati->Taguig during period; VS coding switches mid-period — use combined MKT+TAG row for a consistent estimate
03054,Pampanga,Region III (Central Luzon),2020-2024,2437709.0,2586446.0,146218.7,67719.0,78499.8,70237.2,6.71,
02050,Nueva Vizcaya,Region II (Cagayan Valley),2020-2024,497432.0,530106.0,30689.0,13105.0,17584.0,15090.0,7.05,
1381200000,City of Pasig,National Capital Region (NCR),2020-2024,803159.0,853050.0,45245.9,21047.7,24198.2,25692.8,7.45,
16067,Surigao del Norte,Region XIII (Caraga),2020-2024,534636.0,565644.0,28693.3,16142.8,12550.5,18457.5,8.05,
18061,Siquijor,Negros Island Region (NIR),2020-2024,103395.0,107642.0,4631.0,3998.3,632.7,3614.3,8.22,
06006,Antique,Region VI (Western Visayas),2020-2024,612974.0,643173.0,25646.9,19291.7,6355.2,23843.8,9.11,
MKT+TAG,Makati + Taguig (EMBO-consistent),National Capital Region (NCR),2020-2024,1516338.0,1617855.0,75601.7,34002.5,41599.2,59917.8,9.18,
1830200000,City of Bacolod ,Negros Island Region (NIR),2020-2024,600783.0,624787.0,21397.8,21038.9,358.9,23645.1,9.26,
1381500000,City of Taguig,National Capital Region (NCR),2020-2024,1223595.0,1308085.0,52899.8,20103.9,32796.0,51694.0,9.8,2020 pop restated to 2024 boundaries; EMBO barangays moved Makati->Taguig during period; VS coding switches mid-period — use combined MKT+TAG row for a consistent estimate
1381400000,City of San Juan,National Capital Region (NCR),2020-2024,126347.0,134312.0,5177.5,3778.3,1399.1,6565.9,12.09,
04034,Laguna,Region IV-A (CALABARZON),2020-2024,3382193.0,3687345.0,184647.6,95554.8,89092.8,216059.2,14.67,
1380500000,City of Mandaluyong,National Capital Region (NCR),2020-2024,425758.0,465902.0,19550.3,10090.5,9459.8,30684.2,16.52,
19070,Tawi-Tawi,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),2020-2024,440276.0,482645.0,6861.5,1974.9,4886.6,37482.4,19.49,"BARMM: civil registration coverage is far below national (2020 census: 77% of persons had a registered birth vs 96.6% nationally, PSA); unregistered births read as in-migration, so do not interpret this residual as migration"
19036,Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),2020-2024,1195518.0,1368137.0,35259.2,6446.4,28812.8,143806.2,26.92,"BARMM: civil registration coverage is far below national (2020 census: 77% of persons had a registered birth vs 96.6% nationally, PSA); unregistered births read as in-migration, so do not interpret this residual as migration"
19087+19088+CC,"Maguindanao (undivided, incl. Cotabato City)",Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),2020-2024,1667258.0,1938054.0,81067.8,12450.3,68617.5,202178.5,26.92,"BARMM: civil registration coverage is far below national (2020 census: 77% of persons had a registered birth vs 96.6% nationally, PSA); unregistered births read as in-migration, so do not interpret this residual as migration"
19066,Sulu,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),2020-2024,1000108.0,1146097.0,16488.0,2730.8,13757.2,132231.8,29.57,"BARMM: civil registration coverage is far below national (2020 census: 77% of persons had a registered birth vs 96.6% nationally, PSA); unregistered births read as in-migration, so do not interpret this residual as migration"
0990101000,City of Isabela,Region IX (Zamboanga Peninsula),2020-2024,130379.0,151297.0,5116.8,2308.3,2808.5,18109.5,30.86,
19007,Basilan,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),2020-2024,426207.0,541947.0,11613.6,2894.6,8719.0,107021.0,53.06,"BARMM: civil registration coverage is far below national (2020 census: 77% of persons had a registered birth vs 96.6% nationally, PSA); unregistered births read as in-migration, so do not interpret this residual as migration"
