psgc10,name,province,year,births,deaths,flag,source
0501710000,Canaman,Camarines Sur,2018,,189.0,,deaths_2018_stat_tables.xlsx
0501710000,Canaman,Camarines Sur,2019,546.0,232.0,preliminary,vitalstats_2019_stat_tables.xlsx
0501710000,Canaman,Camarines Sur,2020,566.0,229.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0501710000,Canaman,Camarines Sur,2021,441.0,279.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0501710000,Canaman,Camarines Sur,2022,496.0,248.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0501710000,Canaman,Camarines Sur,2023,488.0,232.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0501710000,Canaman,Camarines Sur,2024,438.0,237.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0501711000,Caramoan,Camarines Sur,2017,887.0,244.0,,vital_events_2017.xlsx
0501711000,Caramoan,Camarines Sur,2018,,289.0,,deaths_2018_stat_tables.xlsx
0501711000,Caramoan,Camarines Sur,2019,894.0,308.0,preliminary,vitalstats_2019_stat_tables.xlsx
0501711000,Caramoan,Camarines Sur,2020,736.0,269.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0501711000,Caramoan,Camarines Sur,2021,659.0,391.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0501711000,Caramoan,Camarines Sur,2022,802.0,315.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0501711000,Caramoan,Camarines Sur,2023,808.0,381.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0501711000,Caramoan,Camarines Sur,2024,741.0,304.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0501712000,Del Gallego,Camarines Sur,2017,478.0,142.0,,vital_events_2017.xlsx
0501712000,Del Gallego,Camarines Sur,2018,,127.0,,deaths_2018_stat_tables.xlsx
0501712000,Del Gallego,Camarines Sur,2019,445.0,157.0,preliminary,vitalstats_2019_stat_tables.xlsx
0501712000,Del Gallego,Camarines Sur,2020,395.0,136.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0501712000,Del Gallego,Camarines Sur,2021,402.0,201.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0501712000,Del Gallego,Camarines Sur,2022,478.0,177.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0501712000,Del Gallego,Camarines Sur,2023,460.0,166.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0501712000,Del Gallego,Camarines Sur,2024,373.0,165.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0501713000,Gainza,Camarines Sur,2017,225.0,65.0,,vital_events_2017.xlsx
0501713000,Gainza,Camarines Sur,2018,,57.0,,deaths_2018_stat_tables.xlsx
0501713000,Gainza,Camarines Sur,2019,235.0,83.0,preliminary,vitalstats_2019_stat_tables.xlsx
0501713000,Gainza,Camarines Sur,2020,191.0,73.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0501713000,Gainza,Camarines Sur,2021,173.0,102.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0501713000,Gainza,Camarines Sur,2022,150.0,74.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0501713000,Gainza,Camarines Sur,2023,158.0,86.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0501713000,Gainza,Camarines Sur,2024,157.0,75.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0501714000,Garchitorena,Camarines Sur,2017,597.0,143.0,,vital_events_2017.xlsx
0501714000,Garchitorena,Camarines Sur,2018,,115.0,,deaths_2018_stat_tables.xlsx
0501714000,Garchitorena,Camarines Sur,2019,502.0,131.0,preliminary,vitalstats_2019_stat_tables.xlsx
0501714000,Garchitorena,Camarines Sur,2020,502.0,133.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0501714000,Garchitorena,Camarines Sur,2021,451.0,150.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0501714000,Garchitorena,Camarines Sur,2022,501.0,125.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0501714000,Garchitorena,Camarines Sur,2023,536.0,157.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0501714000,Garchitorena,Camarines Sur,2024,468.0,152.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0501715000,Goa,Camarines Sur,2017,1386.0,405.0,,vital_events_2017.xlsx
0501715000,Goa,Camarines Sur,2018,,418.0,,deaths_2018_stat_tables.xlsx
0501715000,Goa,Camarines Sur,2019,1408.0,418.0,preliminary,vitalstats_2019_stat_tables.xlsx
0501715000,Goa,Camarines Sur,2020,1302.0,395.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0501715000,Goa,Camarines Sur,2021,1252.0,576.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0501715000,Goa,Camarines Sur,2022,1259.0,505.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0501715000,Goa,Camarines Sur,2023,1322.0,501.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0501715000,Goa,Camarines Sur,2024,1274.0,462.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0501716000,City of Iriga,Camarines Sur,2017,1972.0,816.0,,vital_events_2017.xlsx
0501716000,City of Iriga,Camarines Sur,2018,,841.0,,deaths_2018_stat_tables.xlsx
0501716000,City of Iriga,Camarines Sur,2019,1999.0,853.0,preliminary,vitalstats_2019_stat_tables.xlsx
0501716000,City of Iriga,Camarines Sur,2020,1660.0,893.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0501716000,City of Iriga,Camarines Sur,2021,1451.0,1081.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0501716000,City of Iriga,Camarines Sur,2022,1668.0,903.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0501716000,City of Iriga,Camarines Sur,2023,1576.0,882.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0501716000,City of Iriga,Camarines Sur,2024,1482.0,957.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0501717000,Lagonoy,Camarines Sur,2017,967.0,315.0,,vital_events_2017.xlsx
0501717000,Lagonoy,Camarines Sur,2018,,308.0,,deaths_2018_stat_tables.xlsx
0501717000,Lagonoy,Camarines Sur,2019,925.0,342.0,preliminary,vitalstats_2019_stat_tables.xlsx
0501717000,Lagonoy,Camarines Sur,2020,913.0,344.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0501717000,Lagonoy,Camarines Sur,2021,826.0,463.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0501717000,Lagonoy,Camarines Sur,2022,865.0,342.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0501717000,Lagonoy,Camarines Sur,2023,848.0,371.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0501717000,Lagonoy,Camarines Sur,2024,874.0,397.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0501718000,Libmanan,Camarines Sur,2017,2045.0,660.0,,vital_events_2017.xlsx
0501718000,Libmanan,Camarines Sur,2018,,706.0,,deaths_2018_stat_tables.xlsx
0501718000,Libmanan,Camarines Sur,2019,1980.0,657.0,preliminary,vitalstats_2019_stat_tables.xlsx
0501718000,Libmanan,Camarines Sur,2020,1762.0,636.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0501718000,Libmanan,Camarines Sur,2021,1407.0,908.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0501718000,Libmanan,Camarines Sur,2022,1704.0,671.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0501718000,Libmanan,Camarines Sur,2023,1750.0,692.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0501718000,Libmanan,Camarines Sur,2024,1462.0,671.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0501719000,Lupi,Camarines Sur,2017,478.0,171.0,,vital_events_2017.xlsx
0501719000,Lupi,Camarines Sur,2018,,167.0,,deaths_2018_stat_tables.xlsx
0501719000,Lupi,Camarines Sur,2019,430.0,193.0,preliminary,vitalstats_2019_stat_tables.xlsx
0501719000,Lupi,Camarines Sur,2020,434.0,170.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0501719000,Lupi,Camarines Sur,2021,381.0,231.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0501719000,Lupi,Camarines Sur,2022,417.0,174.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0501719000,Lupi,Camarines Sur,2023,456.0,228.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0501719000,Lupi,Camarines Sur,2024,382.0,241.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0501720000,Magarao,Camarines Sur,2017,562.0,166.0,,vital_events_2017.xlsx
0501720000,Magarao,Camarines Sur,2018,,178.0,,deaths_2018_stat_tables.xlsx
0501720000,Magarao,Camarines Sur,2019,461.0,191.0,preliminary,vitalstats_2019_stat_tables.xlsx
0501720000,Magarao,Camarines Sur,2020,398.0,202.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0501720000,Magarao,Camarines Sur,2021,385.0,208.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0501720000,Magarao,Camarines Sur,2022,364.0,192.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0501720000,Magarao,Camarines Sur,2023,374.0,181.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0501720000,Magarao,Camarines Sur,2024,389.0,213.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0501721000,Milaor,Camarines Sur,2017,586.0,194.0,,vital_events_2017.xlsx
0501721000,Milaor,Camarines Sur,2018,,168.0,,deaths_2018_stat_tables.xlsx
0501721000,Milaor,Camarines Sur,2019,603.0,200.0,preliminary,vitalstats_2019_stat_tables.xlsx
0501721000,Milaor,Camarines Sur,2020,561.0,217.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0501721000,Milaor,Camarines Sur,2021,463.0,273.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0501721000,Milaor,Camarines Sur,2022,559.0,212.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0501721000,Milaor,Camarines Sur,2023,518.0,239.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0501721000,Milaor,Camarines Sur,2024,469.0,224.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0501722000,Minalabac,Camarines Sur,2017,971.0,317.0,,vital_events_2017.xlsx
0501722000,Minalabac,Camarines Sur,2018,,299.0,,deaths_2018_stat_tables.xlsx
0501722000,Minalabac,Camarines Sur,2019,919.0,349.0,preliminary,vitalstats_2019_stat_tables.xlsx
0501722000,Minalabac,Camarines Sur,2020,823.0,308.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0501722000,Minalabac,Camarines Sur,2021,792.0,418.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0501722000,Minalabac,Camarines Sur,2022,887.0,388.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0501722000,Minalabac,Camarines Sur,2023,763.0,370.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0501722000,Minalabac,Camarines Sur,2024,742.0,357.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0501723000,Nabua,Camarines Sur,2017,1385.0,678.0,,vital_events_2017.xlsx
0501723000,Nabua,Camarines Sur,2018,,645.0,,deaths_2018_stat_tables.xlsx
0501723000,Nabua,Camarines Sur,2019,1449.0,655.0,preliminary,vitalstats_2019_stat_tables.xlsx
0501723000,Nabua,Camarines Sur,2020,1174.0,597.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0501723000,Nabua,Camarines Sur,2021,1055.0,900.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0501723000,Nabua,Camarines Sur,2022,1276.0,709.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0501723000,Nabua,Camarines Sur,2023,1212.0,663.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0501723000,Nabua,Camarines Sur,2024,1086.0,710.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0501724000,City of Naga,Camarines Sur,2017,3961.0,1475.0,,vital_events_2017.xlsx
0501724000,City of Naga,Camarines Sur,2018,,1371.0,,deaths_2018_stat_tables.xlsx
0501724000,City of Naga,Camarines Sur,2019,3857.0,1464.0,preliminary,vitalstats_2019_stat_tables.xlsx
0501724000,City of Naga,Camarines Sur,2020,3472.0,1400.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0501724000,City of Naga,Camarines Sur,2021,3259.0,1931.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0501724000,City of Naga,Camarines Sur,2022,3279.0,1547.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0501724000,City of Naga,Camarines Sur,2023,3172.0,1578.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0501724000,City of Naga,Camarines Sur,2024,3018.0,1632.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0501725000,Ocampo,Camarines Sur,2017,1054.0,374.0,,vital_events_2017.xlsx
0501725000,Ocampo,Camarines Sur,2018,,296.0,,deaths_2018_stat_tables.xlsx
0501725000,Ocampo,Camarines Sur,2019,973.0,321.0,preliminary,vitalstats_2019_stat_tables.xlsx
0501725000,Ocampo,Camarines Sur,2020,848.0,337.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0501725000,Ocampo,Camarines Sur,2021,804.0,395.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0501725000,Ocampo,Camarines Sur,2022,864.0,346.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0501725000,Ocampo,Camarines Sur,2023,794.0,370.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0501725000,Ocampo,Camarines Sur,2024,785.0,384.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0501726000,Pamplona,Camarines Sur,2017,752.0,244.0,,vital_events_2017.xlsx
0501726000,Pamplona,Camarines Sur,2018,,205.0,,deaths_2018_stat_tables.xlsx
0501726000,Pamplona,Camarines Sur,2019,753.0,233.0,preliminary,vitalstats_2019_stat_tables.xlsx
0501726000,Pamplona,Camarines Sur,2020,618.0,226.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0501726000,Pamplona,Camarines Sur,2021,594.0,312.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0501726000,Pamplona,Camarines Sur,2022,525.0,256.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0501726000,Pamplona,Camarines Sur,2023,610.0,223.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0501726000,Pamplona,Camarines Sur,2024,550.0,266.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0501727000,Pasacao,Camarines Sur,2017,1015.0,285.0,,vital_events_2017.xlsx
0501727000,Pasacao,Camarines Sur,2018,,278.0,,deaths_2018_stat_tables.xlsx
0501727000,Pasacao,Camarines Sur,2019,990.0,267.0,preliminary,vitalstats_2019_stat_tables.xlsx
0501727000,Pasacao,Camarines Sur,2020,903.0,271.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0501727000,Pasacao,Camarines Sur,2021,806.0,348.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0501727000,Pasacao,Camarines Sur,2022,851.0,339.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0501727000,Pasacao,Camarines Sur,2023,858.0,311.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0501727000,Pasacao,Camarines Sur,2024,751.0,299.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0501728000,Pili ,Camarines Sur,2017,1902.0,589.0,,vital_events_2017.xlsx
0501728000,Pili ,Camarines Sur,2018,,588.0,,deaths_2018_stat_tables.xlsx
0501728000,Pili ,Camarines Sur,2019,1871.0,605.0,preliminary,vitalstats_2019_stat_tables.xlsx
0501728000,Pili ,Camarines Sur,2020,1687.0,530.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0501728000,Pili ,Camarines Sur,2021,1662.0,801.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0501728000,Pili ,Camarines Sur,2022,1680.0,666.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0501728000,Pili ,Camarines Sur,2023,1672.0,674.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0501728000,Pili ,Camarines Sur,2024,1528.0,655.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0501729000,Presentacion,Camarines Sur,2017,344.0,95.0,,vital_events_2017.xlsx
0501729000,Presentacion,Camarines Sur,2018,,103.0,,deaths_2018_stat_tables.xlsx
0501729000,Presentacion,Camarines Sur,2019,366.0,113.0,preliminary,vitalstats_2019_stat_tables.xlsx
0501729000,Presentacion,Camarines Sur,2020,313.0,94.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0501729000,Presentacion,Camarines Sur,2021,255.0,166.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0501729000,Presentacion,Camarines Sur,2022,339.0,143.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0501729000,Presentacion,Camarines Sur,2023,304.0,142.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0501729000,Presentacion,Camarines Sur,2024,304.0,138.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0501730000,Ragay,Camarines Sur,2017,1203.0,387.0,,vital_events_2017.xlsx
0501730000,Ragay,Camarines Sur,2018,,349.0,,deaths_2018_stat_tables.xlsx
0501730000,Ragay,Camarines Sur,2019,1197.0,379.0,preliminary,vitalstats_2019_stat_tables.xlsx
0501730000,Ragay,Camarines Sur,2020,1009.0,356.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0501730000,Ragay,Camarines Sur,2021,808.0,502.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0501730000,Ragay,Camarines Sur,2022,923.0,423.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0501730000,Ragay,Camarines Sur,2023,932.0,470.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0501730000,Ragay,Camarines Sur,2024,918.0,414.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0501731000,Sagñay,Camarines Sur,2017,659.0,199.0,,vital_events_2017.xlsx
0501731000,Sagñay,Camarines Sur,2018,,252.0,,deaths_2018_stat_tables.xlsx
0501731000,Sagñay,Camarines Sur,2019,649.0,214.0,preliminary,vitalstats_2019_stat_tables.xlsx
0501731000,Sagñay,Camarines Sur,2020,636.0,223.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0501731000,Sagñay,Camarines Sur,2021,532.0,301.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0501731000,Sagñay,Camarines Sur,2022,599.0,243.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0501731000,Sagñay,Camarines Sur,2023,673.0,263.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0501731000,Sagñay,Camarines Sur,2024,581.0,279.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0501732000,San Fernando,Camarines Sur,2017,704.0,239.0,,vital_events_2017.xlsx
0501732000,San Fernando,Camarines Sur,2018,,197.0,,deaths_2018_stat_tables.xlsx
0501732000,San Fernando,Camarines Sur,2019,695.0,240.0,preliminary,vitalstats_2019_stat_tables.xlsx
0501732000,San Fernando,Camarines Sur,2020,623.0,238.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0501732000,San Fernando,Camarines Sur,2021,537.0,277.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0501732000,San Fernando,Camarines Sur,2022,538.0,208.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0501732000,San Fernando,Camarines Sur,2023,556.0,259.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0501732000,San Fernando,Camarines Sur,2024,510.0,248.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0501733000,San Jose,Camarines Sur,2017,838.0,269.0,,vital_events_2017.xlsx
0501733000,San Jose,Camarines Sur,2018,,285.0,,deaths_2018_stat_tables.xlsx
0501733000,San Jose,Camarines Sur,2019,776.0,261.0,preliminary,vitalstats_2019_stat_tables.xlsx
0501733000,San Jose,Camarines Sur,2020,718.0,280.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0501733000,San Jose,Camarines Sur,2021,671.0,409.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0501733000,San Jose,Camarines Sur,2022,718.0,324.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0501733000,San Jose,Camarines Sur,2023,686.0,328.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0501733000,San Jose,Camarines Sur,2024,705.0,337.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0501734000,Sipocot,Camarines Sur,2017,1111.0,392.0,,vital_events_2017.xlsx
0501734000,Sipocot,Camarines Sur,2018,,375.0,,deaths_2018_stat_tables.xlsx
0501734000,Sipocot,Camarines Sur,2019,1052.0,419.0,preliminary,vitalstats_2019_stat_tables.xlsx
0501734000,Sipocot,Camarines Sur,2020,953.0,405.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0501734000,Sipocot,Camarines Sur,2021,889.0,622.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0501734000,Sipocot,Camarines Sur,2022,1027.0,420.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0501734000,Sipocot,Camarines Sur,2023,1049.0,480.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0501734000,Sipocot,Camarines Sur,2024,916.0,426.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0501735000,Siruma,Camarines Sur,2017,269.0,82.0,,vital_events_2017.xlsx
0501735000,Siruma,Camarines Sur,2018,,82.0,,deaths_2018_stat_tables.xlsx
0501735000,Siruma,Camarines Sur,2019,286.0,107.0,preliminary,vitalstats_2019_stat_tables.xlsx
0501735000,Siruma,Camarines Sur,2020,305.0,87.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0501735000,Siruma,Camarines Sur,2021,314.0,104.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0501735000,Siruma,Camarines Sur,2022,346.0,108.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0501735000,Siruma,Camarines Sur,2023,321.0,104.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0501735000,Siruma,Camarines Sur,2024,338.0,120.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0501736000,Tigaon,Camarines Sur,2017,1099.0,326.0,,vital_events_2017.xlsx
0501736000,Tigaon,Camarines Sur,2018,,324.0,,deaths_2018_stat_tables.xlsx
0501736000,Tigaon,Camarines Sur,2019,1144.0,397.0,preliminary,vitalstats_2019_stat_tables.xlsx
0501736000,Tigaon,Camarines Sur,2020,1038.0,330.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0501736000,Tigaon,Camarines Sur,2021,913.0,487.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0501736000,Tigaon,Camarines Sur,2022,978.0,376.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0501736000,Tigaon,Camarines Sur,2023,1000.0,411.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0501736000,Tigaon,Camarines Sur,2024,848.0,392.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0501737000,Tinambac,Camarines Sur,2017,1437.0,336.0,,vital_events_2017.xlsx
0501737000,Tinambac,Camarines Sur,2018,,353.0,,deaths_2018_stat_tables.xlsx
0501737000,Tinambac,Camarines Sur,2019,1346.0,391.0,preliminary,vitalstats_2019_stat_tables.xlsx
0501737000,Tinambac,Camarines Sur,2020,1255.0,360.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0501737000,Tinambac,Camarines Sur,2021,1016.0,509.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0501737000,Tinambac,Camarines Sur,2022,1281.0,429.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0501737000,Tinambac,Camarines Sur,2023,1309.0,457.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0501737000,Tinambac,Camarines Sur,2024,1258.0,491.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0502001000,Bagamanoc,Catanduanes,2017,221.0,85.0,,vital_events_2017.xlsx
0502001000,Bagamanoc,Catanduanes,2018,,77.0,,deaths_2018_stat_tables.xlsx
0502001000,Bagamanoc,Catanduanes,2019,192.0,83.0,preliminary,vitalstats_2019_stat_tables.xlsx
0502001000,Bagamanoc,Catanduanes,2020,148.0,76.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0502001000,Bagamanoc,Catanduanes,2021,153.0,103.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0502001000,Bagamanoc,Catanduanes,2022,143.0,82.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0502001000,Bagamanoc,Catanduanes,2023,164.0,86.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0502001000,Bagamanoc,Catanduanes,2024,142.0,73.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0502002000,Baras,Catanduanes,2017,277.0,102.0,,vital_events_2017.xlsx
0502002000,Baras,Catanduanes,2018,,83.0,,deaths_2018_stat_tables.xlsx
0502002000,Baras,Catanduanes,2019,231.0,102.0,preliminary,vitalstats_2019_stat_tables.xlsx
0502002000,Baras,Catanduanes,2020,167.0,96.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0502002000,Baras,Catanduanes,2021,187.0,119.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0502002000,Baras,Catanduanes,2022,175.0,95.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0502002000,Baras,Catanduanes,2023,210.0,92.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0502002000,Baras,Catanduanes,2024,179.0,103.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0502003000,Bato,Catanduanes,2017,413.0,157.0,,vital_events_2017.xlsx
0502003000,Bato,Catanduanes,2018,,141.0,,deaths_2018_stat_tables.xlsx
0502003000,Bato,Catanduanes,2019,380.0,159.0,preliminary,vitalstats_2019_stat_tables.xlsx
