psgc10,name,province,year,births,deaths,flag,source
0102801000,Adams,Ilocos Norte,2017,31.0,11.0,,vital_events_2017.xlsx
0102801000,Adams,Ilocos Norte,2018,,11.0,,deaths_2018_stat_tables.xlsx
0102801000,Adams,Ilocos Norte,2019,38.0,14.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102801000,Adams,Ilocos Norte,2020,33.0,8.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102801000,Adams,Ilocos Norte,2021,31.0,17.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102801000,Adams,Ilocos Norte,2022,19.0,15.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102801000,Adams,Ilocos Norte,2023,31.0,6.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0102801000,Adams,Ilocos Norte,2024,17.0,16.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0102802000,Bacarra,Ilocos Norte,2017,396.0,231.0,,vital_events_2017.xlsx
0102802000,Bacarra,Ilocos Norte,2018,,257.0,,deaths_2018_stat_tables.xlsx
0102802000,Bacarra,Ilocos Norte,2019,428.0,254.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102802000,Bacarra,Ilocos Norte,2020,385.0,213.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102802000,Bacarra,Ilocos Norte,2021,313.0,347.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102802000,Bacarra,Ilocos Norte,2022,360.0,257.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102802000,Bacarra,Ilocos Norte,2023,340.0,294.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0102802000,Bacarra,Ilocos Norte,2024,338.0,268.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0102803000,Badoc,Ilocos Norte,2017,466.0,214.0,,vital_events_2017.xlsx
0102803000,Badoc,Ilocos Norte,2018,,217.0,,deaths_2018_stat_tables.xlsx
0102803000,Badoc,Ilocos Norte,2019,442.0,250.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102803000,Badoc,Ilocos Norte,2020,386.0,195.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102803000,Badoc,Ilocos Norte,2021,340.0,318.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102803000,Badoc,Ilocos Norte,2022,363.0,260.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102803000,Badoc,Ilocos Norte,2023,411.0,280.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0102803000,Badoc,Ilocos Norte,2024,340.0,249.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0102804000,Bangui,Ilocos Norte,2017,215.0,112.0,,vital_events_2017.xlsx
0102804000,Bangui,Ilocos Norte,2018,,115.0,,deaths_2018_stat_tables.xlsx
0102804000,Bangui,Ilocos Norte,2019,171.0,129.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102804000,Bangui,Ilocos Norte,2020,163.0,109.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102804000,Bangui,Ilocos Norte,2021,164.0,163.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102804000,Bangui,Ilocos Norte,2022,163.0,146.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102804000,Bangui,Ilocos Norte,2023,181.0,129.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0102804000,Bangui,Ilocos Norte,2024,149.0,147.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0102805000,City of Batac,Ilocos Norte,2017,758.0,446.0,,vital_events_2017.xlsx
0102805000,City of Batac,Ilocos Norte,2018,,436.0,,deaths_2018_stat_tables.xlsx
0102805000,City of Batac,Ilocos Norte,2019,793.0,501.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102805000,City of Batac,Ilocos Norte,2020,692.0,443.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102805000,City of Batac,Ilocos Norte,2021,615.0,585.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102805000,City of Batac,Ilocos Norte,2022,652.0,488.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102805000,City of Batac,Ilocos Norte,2023,683.0,485.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0102805000,City of Batac,Ilocos Norte,2024,565.0,492.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0102806000,Burgos,Ilocos Norte,2017,151.0,81.0,,vital_events_2017.xlsx
0102806000,Burgos,Ilocos Norte,2018,,60.0,,deaths_2018_stat_tables.xlsx
0102806000,Burgos,Ilocos Norte,2019,130.0,86.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102806000,Burgos,Ilocos Norte,2020,128.0,69.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102806000,Burgos,Ilocos Norte,2021,97.0,98.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102806000,Burgos,Ilocos Norte,2022,114.0,86.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102806000,Burgos,Ilocos Norte,2023,107.0,76.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0102806000,Burgos,Ilocos Norte,2024,103.0,83.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0102807000,Carasi,Ilocos Norte,2017,21.0,14.0,,vital_events_2017.xlsx
0102807000,Carasi,Ilocos Norte,2018,,15.0,,deaths_2018_stat_tables.xlsx
0102807000,Carasi,Ilocos Norte,2019,16.0,9.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102807000,Carasi,Ilocos Norte,2020,19.0,15.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102807000,Carasi,Ilocos Norte,2021,14.0,14.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102807000,Carasi,Ilocos Norte,2022,37.0,7.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102807000,Carasi,Ilocos Norte,2023,22.0,7.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0102807000,Carasi,Ilocos Norte,2024,8.0,13.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0102808000,Currimao,Ilocos Norte,2017,160.0,87.0,,vital_events_2017.xlsx
0102808000,Currimao,Ilocos Norte,2018,,93.0,,deaths_2018_stat_tables.xlsx
0102808000,Currimao,Ilocos Norte,2019,185.0,105.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102808000,Currimao,Ilocos Norte,2020,151.0,104.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102808000,Currimao,Ilocos Norte,2021,128.0,140.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102808000,Currimao,Ilocos Norte,2022,152.0,116.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102808000,Currimao,Ilocos Norte,2023,152.0,124.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0102808000,Currimao,Ilocos Norte,2024,137.0,125.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0102809000,Dingras,Ilocos Norte,2017,523.0,293.0,,vital_events_2017.xlsx
0102809000,Dingras,Ilocos Norte,2018,,292.0,,deaths_2018_stat_tables.xlsx
0102809000,Dingras,Ilocos Norte,2019,510.0,319.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102809000,Dingras,Ilocos Norte,2020,516.0,252.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102809000,Dingras,Ilocos Norte,2021,421.0,394.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102809000,Dingras,Ilocos Norte,2022,453.0,311.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102809000,Dingras,Ilocos Norte,2023,471.0,284.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0102809000,Dingras,Ilocos Norte,2024,399.0,340.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0102810000,Dumalneg,Ilocos Norte,2017,51.0,16.0,,vital_events_2017.xlsx
0102810000,Dumalneg,Ilocos Norte,2018,,14.0,,deaths_2018_stat_tables.xlsx
0102810000,Dumalneg,Ilocos Norte,2019,40.0,17.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102810000,Dumalneg,Ilocos Norte,2020,42.0,12.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102810000,Dumalneg,Ilocos Norte,2021,43.0,19.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102810000,Dumalneg,Ilocos Norte,2022,34.0,25.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102810000,Dumalneg,Ilocos Norte,2023,44.0,19.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0102810000,Dumalneg,Ilocos Norte,2024,31.0,22.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0102811000,Banna,Ilocos Norte,2017,251.0,144.0,,vital_events_2017.xlsx
0102811000,Banna,Ilocos Norte,2018,,139.0,,deaths_2018_stat_tables.xlsx
0102811000,Banna,Ilocos Norte,2019,226.0,156.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102811000,Banna,Ilocos Norte,2020,210.0,130.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102811000,Banna,Ilocos Norte,2021,174.0,189.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102811000,Banna,Ilocos Norte,2022,173.0,137.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102811000,Banna,Ilocos Norte,2023,209.0,174.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0102811000,Banna,Ilocos Norte,2024,193.0,130.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0102812000,City of Laoag ,Ilocos Norte,2017,1578.0,810.0,,vital_events_2017.xlsx
0102812000,City of Laoag ,Ilocos Norte,2018,,760.0,,deaths_2018_stat_tables.xlsx
0102812000,City of Laoag ,Ilocos Norte,2019,1583.0,875.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102812000,City of Laoag ,Ilocos Norte,2020,1435.0,771.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102812000,City of Laoag ,Ilocos Norte,2021,1326.0,1078.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102812000,City of Laoag ,Ilocos Norte,2022,1210.0,884.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102812000,City of Laoag ,Ilocos Norte,2023,1312.0,906.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0102812000,City of Laoag ,Ilocos Norte,2024,1158.0,927.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0102813000,Marcos,Ilocos Norte,2017,245.0,143.0,,vital_events_2017.xlsx
0102813000,Marcos,Ilocos Norte,2018,,139.0,,deaths_2018_stat_tables.xlsx
0102813000,Marcos,Ilocos Norte,2019,245.0,134.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102813000,Marcos,Ilocos Norte,2020,218.0,119.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102813000,Marcos,Ilocos Norte,2021,208.0,175.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102813000,Marcos,Ilocos Norte,2022,198.0,133.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102813000,Marcos,Ilocos Norte,2023,208.0,147.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0102813000,Marcos,Ilocos Norte,2024,184.0,133.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0102814000,Nueva Era,Ilocos Norte,2017,135.0,50.0,,vital_events_2017.xlsx
0102814000,Nueva Era,Ilocos Norte,2018,,59.0,,deaths_2018_stat_tables.xlsx
0102814000,Nueva Era,Ilocos Norte,2019,137.0,66.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102814000,Nueva Era,Ilocos Norte,2020,139.0,37.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102814000,Nueva Era,Ilocos Norte,2021,111.0,71.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102814000,Nueva Era,Ilocos Norte,2022,122.0,62.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102814000,Nueva Era,Ilocos Norte,2023,128.0,73.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0102814000,Nueva Era,Ilocos Norte,2024,115.0,69.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0102815000,Pagudpud,Ilocos Norte,2017,351.0,164.0,,vital_events_2017.xlsx
0102815000,Pagudpud,Ilocos Norte,2018,,140.0,,deaths_2018_stat_tables.xlsx
0102815000,Pagudpud,Ilocos Norte,2019,301.0,155.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102815000,Pagudpud,Ilocos Norte,2020,295.0,152.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102815000,Pagudpud,Ilocos Norte,2021,283.0,235.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102815000,Pagudpud,Ilocos Norte,2022,296.0,206.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102815000,Pagudpud,Ilocos Norte,2023,344.0,190.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0102815000,Pagudpud,Ilocos Norte,2024,270.0,158.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0102816000,Paoay,Ilocos Norte,2017,319.0,192.0,,vital_events_2017.xlsx
0102816000,Paoay,Ilocos Norte,2018,,209.0,,deaths_2018_stat_tables.xlsx
0102816000,Paoay,Ilocos Norte,2019,346.0,206.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102816000,Paoay,Ilocos Norte,2020,273.0,199.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102816000,Paoay,Ilocos Norte,2021,249.0,279.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102816000,Paoay,Ilocos Norte,2022,273.0,213.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102816000,Paoay,Ilocos Norte,2023,283.0,220.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0102816000,Paoay,Ilocos Norte,2024,249.0,227.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0102817000,Pasuquin,Ilocos Norte,2017,450.0,238.0,,vital_events_2017.xlsx
0102817000,Pasuquin,Ilocos Norte,2018,,236.0,,deaths_2018_stat_tables.xlsx
0102817000,Pasuquin,Ilocos Norte,2019,415.0,230.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102817000,Pasuquin,Ilocos Norte,2020,374.0,200.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102817000,Pasuquin,Ilocos Norte,2021,325.0,263.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102817000,Pasuquin,Ilocos Norte,2022,314.0,241.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102817000,Pasuquin,Ilocos Norte,2023,360.0,240.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0102817000,Pasuquin,Ilocos Norte,2024,341.0,258.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0102818000,Piddig,Ilocos Norte,2017,330.0,173.0,,vital_events_2017.xlsx
0102818000,Piddig,Ilocos Norte,2018,,174.0,,deaths_2018_stat_tables.xlsx
0102818000,Piddig,Ilocos Norte,2019,308.0,190.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102818000,Piddig,Ilocos Norte,2020,297.0,161.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102818000,Piddig,Ilocos Norte,2021,254.0,208.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102818000,Piddig,Ilocos Norte,2022,277.0,182.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102818000,Piddig,Ilocos Norte,2023,260.0,199.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0102818000,Piddig,Ilocos Norte,2024,245.0,210.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0102819000,Pinili,Ilocos Norte,2017,194.0,148.0,,vital_events_2017.xlsx
0102819000,Pinili,Ilocos Norte,2018,,133.0,,deaths_2018_stat_tables.xlsx
0102819000,Pinili,Ilocos Norte,2019,222.0,117.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102819000,Pinili,Ilocos Norte,2020,171.0,121.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102819000,Pinili,Ilocos Norte,2021,152.0,168.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102819000,Pinili,Ilocos Norte,2022,181.0,118.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102819000,Pinili,Ilocos Norte,2023,206.0,153.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0102819000,Pinili,Ilocos Norte,2024,185.0,131.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0102820000,San Nicolas,Ilocos Norte,2017,582.0,291.0,,vital_events_2017.xlsx
0102820000,San Nicolas,Ilocos Norte,2018,,278.0,,deaths_2018_stat_tables.xlsx
0102820000,San Nicolas,Ilocos Norte,2019,506.0,301.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102820000,San Nicolas,Ilocos Norte,2020,511.0,249.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102820000,San Nicolas,Ilocos Norte,2021,432.0,437.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102820000,San Nicolas,Ilocos Norte,2022,478.0,301.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102820000,San Nicolas,Ilocos Norte,2023,443.0,342.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0102820000,San Nicolas,Ilocos Norte,2024,411.0,369.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0102821000,Sarrat,Ilocos Norte,2017,329.0,207.0,,vital_events_2017.xlsx
0102821000,Sarrat,Ilocos Norte,2018,,184.0,,deaths_2018_stat_tables.xlsx
0102821000,Sarrat,Ilocos Norte,2019,303.0,217.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102821000,Sarrat,Ilocos Norte,2020,279.0,183.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102821000,Sarrat,Ilocos Norte,2021,237.0,292.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102821000,Sarrat,Ilocos Norte,2022,224.0,232.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102821000,Sarrat,Ilocos Norte,2023,213.0,245.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0102821000,Sarrat,Ilocos Norte,2024,248.0,210.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0102822000,Solsona,Ilocos Norte,2017,336.0,163.0,,vital_events_2017.xlsx
0102822000,Solsona,Ilocos Norte,2018,,196.0,,deaths_2018_stat_tables.xlsx
0102822000,Solsona,Ilocos Norte,2019,342.0,189.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102822000,Solsona,Ilocos Norte,2020,302.0,179.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102822000,Solsona,Ilocos Norte,2021,257.0,222.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102822000,Solsona,Ilocos Norte,2022,258.0,197.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102822000,Solsona,Ilocos Norte,2023,280.0,209.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0102822000,Solsona,Ilocos Norte,2024,249.0,237.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0102823000,Vintar,Ilocos Norte,2017,407.0,240.0,,vital_events_2017.xlsx
0102823000,Vintar,Ilocos Norte,2018,,232.0,,deaths_2018_stat_tables.xlsx
0102823000,Vintar,Ilocos Norte,2019,398.0,259.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102823000,Vintar,Ilocos Norte,2020,334.0,205.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102823000,Vintar,Ilocos Norte,2021,356.0,330.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102823000,Vintar,Ilocos Norte,2022,309.0,277.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102823000,Vintar,Ilocos Norte,2023,374.0,296.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0102823000,Vintar,Ilocos Norte,2024,320.0,280.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0102901000,Alilem,Ilocos Sur,2017,92.0,38.0,,vital_events_2017.xlsx
0102901000,Alilem,Ilocos Sur,2018,,54.0,,deaths_2018_stat_tables.xlsx
0102901000,Alilem,Ilocos Sur,2019,95.0,49.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102901000,Alilem,Ilocos Sur,2020,70.0,45.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102901000,Alilem,Ilocos Sur,2021,63.0,64.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102901000,Alilem,Ilocos Sur,2022,57.0,57.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102901000,Alilem,Ilocos Sur,2023,75.0,54.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0102901000,Alilem,Ilocos Sur,2024,64.0,56.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0102902000,Banayoyo,Ilocos Sur,2017,85.0,54.0,,vital_events_2017.xlsx
0102902000,Banayoyo,Ilocos Sur,2018,,60.0,,deaths_2018_stat_tables.xlsx
0102902000,Banayoyo,Ilocos Sur,2019,102.0,66.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102902000,Banayoyo,Ilocos Sur,2020,99.0,43.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102902000,Banayoyo,Ilocos Sur,2021,68.0,73.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102902000,Banayoyo,Ilocos Sur,2022,71.0,64.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102902000,Banayoyo,Ilocos Sur,2023,89.0,67.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0102902000,Banayoyo,Ilocos Sur,2024,87.0,42.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0102903000,Bantay,Ilocos Sur,2017,477.0,234.0,,vital_events_2017.xlsx
0102903000,Bantay,Ilocos Sur,2018,,255.0,,deaths_2018_stat_tables.xlsx
0102903000,Bantay,Ilocos Sur,2019,489.0,235.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102903000,Bantay,Ilocos Sur,2020,474.0,259.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102903000,Bantay,Ilocos Sur,2021,392.0,356.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102903000,Bantay,Ilocos Sur,2022,359.0,280.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102903000,Bantay,Ilocos Sur,2023,414.0,290.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0102903000,Bantay,Ilocos Sur,2024,371.0,289.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0102904000,Burgos,Ilocos Sur,2017,167.0,87.0,,vital_events_2017.xlsx
0102904000,Burgos,Ilocos Sur,2018,,91.0,,deaths_2018_stat_tables.xlsx
0102904000,Burgos,Ilocos Sur,2019,179.0,75.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102904000,Burgos,Ilocos Sur,2020,178.0,86.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102904000,Burgos,Ilocos Sur,2021,140.0,124.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102904000,Burgos,Ilocos Sur,2022,153.0,84.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102904000,Burgos,Ilocos Sur,2023,133.0,99.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0102904000,Burgos,Ilocos Sur,2024,142.0,91.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0102905000,Cabugao,Ilocos Sur,2017,602.0,213.0,,vital_events_2017.xlsx
0102905000,Cabugao,Ilocos Sur,2018,,255.0,,deaths_2018_stat_tables.xlsx
0102905000,Cabugao,Ilocos Sur,2019,598.0,250.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102905000,Cabugao,Ilocos Sur,2020,551.0,229.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102905000,Cabugao,Ilocos Sur,2021,440.0,377.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102905000,Cabugao,Ilocos Sur,2022,439.0,311.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102905000,Cabugao,Ilocos Sur,2023,485.0,267.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0102905000,Cabugao,Ilocos Sur,2024,440.0,291.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0102906000,City of Candon,Ilocos Sur,2017,827.0,410.0,,vital_events_2017.xlsx
0102906000,City of Candon,Ilocos Sur,2018,,441.0,,deaths_2018_stat_tables.xlsx
0102906000,City of Candon,Ilocos Sur,2019,817.0,453.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102906000,City of Candon,Ilocos Sur,2020,818.0,425.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102906000,City of Candon,Ilocos Sur,2021,654.0,704.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102906000,City of Candon,Ilocos Sur,2022,642.0,484.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102906000,City of Candon,Ilocos Sur,2023,672.0,499.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0102906000,City of Candon,Ilocos Sur,2024,602.0,512.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0102907000,Caoayan,Ilocos Sur,2017,281.0,137.0,,vital_events_2017.xlsx
0102907000,Caoayan,Ilocos Sur,2018,,168.0,,deaths_2018_stat_tables.xlsx
0102907000,Caoayan,Ilocos Sur,2019,282.0,141.0,preliminary,vitalstats_2019_stat_tables.xlsx
0102907000,Caoayan,Ilocos Sur,2020,263.0,152.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0102907000,Caoayan,Ilocos Sur,2021,233.0,241.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0102907000,Caoayan,Ilocos Sur,2022,233.0,153.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0102907000,Caoayan,Ilocos Sur,2023,225.0,185.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
