geo,year,births,deaths,source,flag
occidental mindoro,2014,8705.0,2362.0,unit series folded to geographic provinces,
occidental mindoro,2015,8906.0,2400.0,unit series folded to geographic provinces,
occidental mindoro,2016,8513.0,2661.0,unit series folded to geographic provinces,
occidental mindoro,2017,7238.0,2326.0,unit series folded to geographic provinces,
occidental mindoro,2018,8457.0,2648.0,unit series folded to geographic provinces,
occidental mindoro,2019,8313.0,2704.0,unit series folded to geographic provinces,
occidental mindoro,2020,7817.0,2592.0,unit series folded to geographic provinces,
occidental mindoro,2021,6668.0,3612.0,unit series folded to geographic provinces,
occidental mindoro,2022,7607.0,3057.0,unit series folded to geographic provinces,
occidental mindoro,2023,7185.0,3022.0,unit series folded to geographic provinces,
occidental mindoro,2024,6646.0,3178.0,unit series folded to geographic provinces,
oriental mindoro,2006,,3605.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
oriental mindoro,2007,,3524.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
oriental mindoro,2008,,3647.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
oriental mindoro,2009,,3689.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
oriental mindoro,2010,,3785.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
oriental mindoro,2011,,4288.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
oriental mindoro,2012,,4327.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
oriental mindoro,2013,14093.0,4369.0,unit series folded to geographic provinces,
oriental mindoro,2014,13840.0,4507.0,unit series folded to geographic provinces,
oriental mindoro,2015,14008.0,4562.0,unit series folded to geographic provinces,
oriental mindoro,2016,13764.0,4862.0,unit series folded to geographic provinces,
oriental mindoro,2017,12921.0,4838.0,unit series folded to geographic provinces,
oriental mindoro,2018,13777.0,4901.0,unit series folded to geographic provinces,
oriental mindoro,2019,13834.0,5349.0,unit series folded to geographic provinces,
oriental mindoro,2020,11824.0,5003.0,unit series folded to geographic provinces,
oriental mindoro,2021,10848.0,7323.0,unit series folded to geographic provinces,
oriental mindoro,2022,12654.0,5745.0,unit series folded to geographic provinces,
oriental mindoro,2023,12761.0,5757.0,unit series folded to geographic provinces,
oriental mindoro,2024,11987.0,5895.0,unit series folded to geographic provinces,
palawan,2006,,2752.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
palawan,2007,,2746.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
palawan,2008,,2888.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
palawan,2009,,3163.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
palawan,2010,,3159.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
palawan,2011,,3334.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
palawan,2012,,3510.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
palawan,2013,16078.0,3682.0,unit series folded to geographic provinces,
palawan,2014,16467.0,4146.0,unit series folded to geographic provinces,
palawan,2015,18167.0,4403.0,unit series folded to geographic provinces,
palawan,2016,17941.0,4865.0,unit series folded to geographic provinces,
palawan,2017,15104.0,4657.0,unit series folded to geographic provinces,
palawan,2018,16757.0,5114.0,unit series folded to geographic provinces,
palawan,2019,16108.0,5182.0,unit series folded to geographic provinces,
palawan,2020,16070.0,4808.0,unit series folded to geographic provinces,
palawan,2021,14625.0,6870.0,unit series folded to geographic provinces,
palawan,2022,14060.0,6168.0,unit series folded to geographic provinces,
palawan,2023,16492.0,6383.0,unit series folded to geographic provinces,
palawan,2024,15451.0,6218.0,unit series folded to geographic provinces,
pampanga,2006,,9815.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
pampanga,2007,,10233.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
pampanga,2008,,10287.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
pampanga,2009,,10985.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
pampanga,2010,,11369.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
pampanga,2011,,11590.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
pampanga,2012,,12142.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
pampanga,2013,47757.0,12583.0,unit series folded to geographic provinces,
pampanga,2014,48417.0,13241.0,unit series folded to geographic provinces,
pampanga,2015,48855.0,13980.0,unit series folded to geographic provinces,
pampanga,2016,47600.0,14882.0,unit series folded to geographic provinces,
pampanga,2017,46411.0,14453.0,unit series folded to geographic provinces,
pampanga,2018,48393.0,15151.0,unit series folded to geographic provinces,
pampanga,2019,49347.0,15847.0,unit series folded to geographic provinces,
pampanga,2020,45863.0,16132.0,unit series folded to geographic provinces,
pampanga,2021,39878.0,24839.0,unit series folded to geographic provinces,
pampanga,2022,41867.0,17386.0,unit series folded to geographic provinces,
pampanga,2023,41183.0,18296.0,unit series folded to geographic provinces,
pampanga,2024,38420.0,18849.0,unit series folded to geographic provinces,
pangasinan,2006,,17478.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
pangasinan,2007,,17218.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
pangasinan,2008,,18285.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
pangasinan,2009,,18489.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
pangasinan,2010,,18879.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
pangasinan,2011,,18549.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
pangasinan,2012,,18922.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
pangasinan,2013,56010.0,18928.0,unit series folded to geographic provinces,
pangasinan,2014,55247.0,19949.0,unit series folded to geographic provinces,
pangasinan,2015,54619.0,19824.0,unit series folded to geographic provinces,
pangasinan,2016,52215.0,20848.0,unit series folded to geographic provinces,
pangasinan,2017,49980.0,20185.0,unit series folded to geographic provinces,
pangasinan,2018,48572.0,20954.0,unit series folded to geographic provinces,
pangasinan,2019,48839.0,20095.0,unit series folded to geographic provinces,
pangasinan,2020,44367.0,20730.0,unit series folded to geographic provinces,
pangasinan,2021,39714.0,32680.0,unit series folded to geographic provinces,
pangasinan,2022,40304.0,22718.0,unit series folded to geographic provinces,
pangasinan,2023,43298.0,24150.0,unit series folded to geographic provinces,
pangasinan,2024,40724.0,24311.0,unit series folded to geographic provinces,
quezon,2006,,11082.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
quezon,2007,,11391.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
quezon,2008,,11057.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
quezon,2009,,11304.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
quezon,2010,,11904.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
quezon,2011,,11931.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
quezon,2012,,12214.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
quezon,2013,38086.0,12530.0,unit series folded to geographic provinces,
quezon,2014,36824.0,13165.0,unit series folded to geographic provinces,
quezon,2015,37245.0,12960.0,unit series folded to geographic provinces,
quezon,2016,36818.0,13216.0,unit series folded to geographic provinces,
quezon,2017,34014.0,13276.0,unit series folded to geographic provinces,
quezon,2018,35285.0,13224.0,unit series folded to geographic provinces,
quezon,2019,34085.0,14309.0,unit series folded to geographic provinces,
quezon,2020,31166.0,13795.0,unit series folded to geographic provinces,
quezon,2021,28798.0,19914.0,unit series folded to geographic provinces,
quezon,2022,32782.0,14828.0,unit series folded to geographic provinces,
quezon,2023,31900.0,15801.0,unit series folded to geographic provinces,
quezon,2024,30067.0,15725.0,unit series folded to geographic provinces,
quirino,2006,,704.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
quirino,2007,,694.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
quirino,2008,,731.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
quirino,2009,,751.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
quirino,2010,,819.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
quirino,2011,,786.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
quirino,2012,,867.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
quirino,2013,3619.0,864.0,unit series folded to geographic provinces,
quirino,2014,3580.0,872.0,unit series folded to geographic provinces,
quirino,2015,3556.0,993.0,unit series folded to geographic provinces,
quirino,2016,3439.0,936.0,unit series folded to geographic provinces,
quirino,2017,3267.0,993.0,unit series folded to geographic provinces,
quirino,2018,3359.0,996.0,unit series folded to geographic provinces,
quirino,2019,3401.0,1029.0,unit series folded to geographic provinces,
quirino,2020,3300.0,878.0,unit series folded to geographic provinces,
quirino,2021,3042.0,1524.0,unit series folded to geographic provinces,
quirino,2022,3210.0,1215.0,unit series folded to geographic provinces,
quirino,2023,3155.0,1276.0,unit series folded to geographic provinces,
quirino,2024,2750.0,1237.0,unit series folded to geographic provinces,
rizal,2006,,10967.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
rizal,2007,,11051.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
rizal,2008,,11308.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
rizal,2009,,12320.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
rizal,2010,,12632.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
rizal,2011,,13160.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
rizal,2012,,13591.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
rizal,2013,55175.0,14219.0,unit series folded to geographic provinces,
rizal,2014,55983.0,15243.0,unit series folded to geographic provinces,
rizal,2015,57331.0,15596.0,unit series folded to geographic provinces,
rizal,2016,54454.0,16021.0,unit series folded to geographic provinces,
rizal,2017,50153.0,16709.0,unit series folded to geographic provinces,
rizal,2018,52446.0,16955.0,unit series folded to geographic provinces,
rizal,2019,53409.0,18287.0,unit series folded to geographic provinces,
rizal,2020,49574.0,19240.0,unit series folded to geographic provinces,
rizal,2021,43648.0,26676.0,unit series folded to geographic provinces,
rizal,2022,45622.0,19915.0,unit series folded to geographic provinces,
rizal,2023,45096.0,20673.0,unit series folded to geographic provinces,
rizal,2024,42271.0,20986.0,unit series folded to geographic provinces,
romblon,2006,,1772.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
romblon,2007,,1704.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
romblon,2008,,1852.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
romblon,2009,,1776.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
romblon,2010,,1844.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
romblon,2011,,1813.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
romblon,2012,,1822.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
romblon,2013,5130.0,1917.0,unit series folded to geographic provinces,
romblon,2014,4872.0,1996.0,unit series folded to geographic provinces,
romblon,2015,4876.0,1968.0,unit series folded to geographic provinces,
romblon,2016,4798.0,2020.0,unit series folded to geographic provinces,
romblon,2017,3961.0,1963.0,unit series folded to geographic provinces,
romblon,2018,4556.0,2020.0,unit series folded to geographic provinces,
romblon,2019,4597.0,2190.0,unit series folded to geographic provinces,
romblon,2020,4035.0,2021.0,unit series folded to geographic provinces,
romblon,2021,3481.0,2625.0,unit series folded to geographic provinces,
romblon,2022,3895.0,2194.0,unit series folded to geographic provinces,
romblon,2023,4173.0,2282.0,unit series folded to geographic provinces,
romblon,2024,4029.0,2323.0,unit series folded to geographic provinces,
samar,2006,,2469.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
samar,2007,,2311.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
samar,2008,,2411.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
samar,2009,,2570.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
samar,2010,,2531.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
samar,2011,,2546.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
samar,2012,,2768.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
samar,2013,11338.0,2917.0,unit series folded to geographic provinces,
samar,2014,12037.0,3296.0,unit series folded to geographic provinces,
samar,2015,12736.0,3559.0,unit series folded to geographic provinces,
samar,2016,12675.0,3425.0,unit series folded to geographic provinces,
samar,2017,11248.0,3401.0,unit series folded to geographic provinces,
samar,2018,11112.0,3709.0,unit series folded to geographic provinces,
samar,2019,11858.0,4080.0,unit series folded to geographic provinces,
samar,2020,9794.0,3929.0,unit series folded to geographic provinces,
samar,2021,9795.0,5157.0,unit series folded to geographic provinces,
samar,2022,12077.0,5004.0,unit series folded to geographic provinces,
samar,2023,11570.0,5161.0,unit series folded to geographic provinces,
samar,2024,10957.0,4864.0,unit series folded to geographic provinces,
sarangani,2006,,1230.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
sarangani,2007,,1203.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
sarangani,2008,,1269.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
sarangani,2009,,1503.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
sarangani,2010,,1529.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
sarangani,2011,,1556.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
sarangani,2012,,1779.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
sarangani,2013,7259.0,1830.0,unit series folded to geographic provinces,
sarangani,2014,8335.0,1713.0,unit series folded to geographic provinces,
sarangani,2015,8197.0,2087.0,unit series folded to geographic provinces,
sarangani,2016,9050.0,2190.0,unit series folded to geographic provinces,
sarangani,2017,8517.0,2129.0,unit series folded to geographic provinces,
sarangani,2018,9166.0,2062.0,unit series folded to geographic provinces,
sarangani,2019,9152.0,2334.0,unit series folded to geographic provinces,
sarangani,2020,8335.0,2488.0,unit series folded to geographic provinces,
sarangani,2021,8147.0,3384.0,unit series folded to geographic provinces,
sarangani,2022,8963.0,2964.0,unit series folded to geographic provinces,
sarangani,2023,9746.0,3013.0,unit series folded to geographic provinces,
sarangani,2024,9151.0,3021.0,unit series folded to geographic provinces,
siquijor,2006,,681.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
siquijor,2007,,608.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
siquijor,2008,,645.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
siquijor,2009,,592.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
siquijor,2010,,718.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
siquijor,2011,,720.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
siquijor,2012,,713.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
siquijor,2013,1514.0,788.0,unit series folded to geographic provinces,
siquijor,2014,1457.0,872.0,unit series folded to geographic provinces,
siquijor,2015,1345.0,794.0,unit series folded to geographic provinces,
siquijor,2016,1393.0,838.0,unit series folded to geographic provinces,
siquijor,2017,1377.0,788.0,unit series folded to geographic provinces,
siquijor,2018,1274.0,857.0,unit series folded to geographic provinces,
siquijor,2019,1363.0,872.0,unit series folded to geographic provinces,
siquijor,2020,1307.0,817.0,unit series folded to geographic provinces,
siquijor,2021,1056.0,1215.0,unit series folded to geographic provinces,
siquijor,2022,1119.0,900.0,unit series folded to geographic provinces,
siquijor,2023,1061.0,870.0,unit series folded to geographic provinces,
siquijor,2024,1046.0,938.0,unit series folded to geographic provinces,
sorsogon,2006,,4544.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
sorsogon,2007,,4493.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
sorsogon,2008,,4385.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
sorsogon,2009,,4737.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
sorsogon,2010,,4551.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
sorsogon,2011,,4891.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
sorsogon,2012,,4915.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
sorsogon,2013,15381.0,5060.0,unit series folded to geographic provinces,
sorsogon,2014,14887.0,5305.0,unit series folded to geographic provinces,
sorsogon,2015,15143.0,5080.0,unit series folded to geographic provinces,
sorsogon,2016,15662.0,5227.0,unit series folded to geographic provinces,
sorsogon,2017,14327.0,5105.0,unit series folded to geographic provinces,
sorsogon,2018,14303.0,5127.0,unit series folded to geographic provinces,
sorsogon,2019,14252.0,5396.0,unit series folded to geographic provinces,
sorsogon,2020,12924.0,5266.0,unit series folded to geographic provinces,
sorsogon,2021,12102.0,7333.0,unit series folded to geographic provinces,
sorsogon,2022,13248.0,5945.0,unit series folded to geographic provinces,
sorsogon,2023,13835.0,6204.0,unit series folded to geographic provinces,
sorsogon,2024,12930.0,6105.0,unit series folded to geographic provinces,
south cotabato,2006,,5875.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
south cotabato,2007,,6055.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
south cotabato,2008,,6506.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
south cotabato,2009,,6670.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
south cotabato,2010,,7029.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
south cotabato,2011,,7276.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
south cotabato,2012,,7640.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
south cotabato,2013,28584.0,7822.0,unit series folded to geographic provinces,
south cotabato,2014,28742.0,8353.0,unit series folded to geographic provinces,
south cotabato,2015,29348.0,8379.0,unit series folded to geographic provinces,
south cotabato,2016,29444.0,8924.0,unit series folded to geographic provinces,
south cotabato,2017,27938.0,8902.0,unit series folded to geographic provinces,
south cotabato,2018,27919.0,9033.0,unit series folded to geographic provinces,
south cotabato,2019,29296.0,9759.0,unit series folded to geographic provinces,
south cotabato,2020,27352.0,9814.0,unit series folded to geographic provinces,
south cotabato,2021,25411.0,13436.0,unit series folded to geographic provinces,
south cotabato,2022,25631.0,10782.0,unit series folded to geographic provinces,
south cotabato,2023,24950.0,10789.0,unit series folded to geographic provinces,
south cotabato,2024,22978.0,10730.0,unit series folded to geographic provinces,
southern leyte,2006,,3599.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
southern leyte,2007,,2564.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
southern leyte,2008,,2719.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
southern leyte,2009,,2709.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
southern leyte,2010,,2720.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
southern leyte,2011,,2809.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
southern leyte,2012,,2813.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
southern leyte,2013,7010.0,2951.0,unit series folded to geographic provinces,
southern leyte,2014,6544.0,3056.0,unit series folded to geographic provinces,
southern leyte,2015,6331.0,2937.0,unit series folded to geographic provinces,
southern leyte,2016,5929.0,3011.0,unit series folded to geographic provinces,
southern leyte,2017,5722.0,3136.0,unit series folded to geographic provinces,
southern leyte,2018,5474.0,3152.0,unit series folded to geographic provinces,
southern leyte,2019,5324.0,2874.0,unit series folded to geographic provinces,
southern leyte,2020,4826.0,3012.0,unit series folded to geographic provinces,
southern leyte,2021,4418.0,4242.0,unit series folded to geographic provinces,
southern leyte,2022,4604.0,3655.0,unit series folded to geographic provinces,
southern leyte,2023,4410.0,3421.0,unit series folded to geographic provinces,
southern leyte,2024,4036.0,3308.0,unit series folded to geographic provinces,
sultan kudarat,2006,,2179.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
sultan kudarat,2007,,2250.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
sultan kudarat,2008,,2307.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
sultan kudarat,2009,,2355.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
sultan kudarat,2010,,2453.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
sultan kudarat,2011,,2609.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
sultan kudarat,2012,,2881.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
sultan kudarat,2013,11992.0,2952.0,unit series folded to geographic provinces,
sultan kudarat,2014,11432.0,2925.0,unit series folded to geographic provinces,
sultan kudarat,2015,11443.0,3132.0,unit series folded to geographic provinces,
sultan kudarat,2016,11444.0,3464.0,unit series folded to geographic provinces,
sultan kudarat,2017,10926.0,3237.0,unit series folded to geographic provinces,
sultan kudarat,2018,11826.0,3304.0,unit series folded to geographic provinces,
sultan kudarat,2019,12290.0,3711.0,unit series folded to geographic provinces,
sultan kudarat,2020,11085.0,3204.0,unit series folded to geographic provinces,
sultan kudarat,2021,11019.0,4965.0,unit series folded to geographic provinces,
sultan kudarat,2022,12200.0,4417.0,unit series folded to geographic provinces,
sultan kudarat,2023,11851.0,4151.0,unit series folded to geographic provinces,
sultan kudarat,2024,11620.0,4122.0,unit series folded to geographic provinces,
sulu,2006,,381.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
sulu,2007,,374.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
sulu,2008,,391.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
sulu,2009,,63.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
sulu,2010,,12.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
sulu,2011,,7.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
sulu,2012,,307.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
sulu,2013,1464.0,213.0,unit series folded to geographic provinces,
sulu,2014,162.0,51.0,unit series folded to geographic provinces,
sulu,2015,101.0,433.0,unit series folded to geographic provinces,
sulu,2016,3330.0,488.0,unit series folded to geographic provinces,
sulu,2017,3036.0,415.0,unit series folded to geographic provinces,
sulu,2018,3418.0,453.0,unit series folded to geographic provinces,
sulu,2019,3838.0,385.0,unit series folded to geographic provinces,
sulu,2020,3006.0,483.0,unit series folded to geographic provinces,
sulu,2021,2692.0,513.0,unit series folded to geographic provinces,
sulu,2022,4087.0,706.0,unit series folded to geographic provinces,
sulu,2023,5020.0,820.0,unit series folded to geographic provinces,
sulu,2024,5383.0,741.0,unit series folded to geographic provinces,
surigao del norte,2006,,2297.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
surigao del norte,2007,,2254.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
surigao del norte,2008,,2510.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
surigao del norte,2009,,2658.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
surigao del norte,2010,,2529.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
surigao del norte,2011,,2765.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
surigao del norte,2012,,2773.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
surigao del norte,2013,6968.0,2852.0,unit series folded to geographic provinces,
surigao del norte,2014,7004.0,2993.0,unit series folded to geographic provinces,
surigao del norte,2015,7547.0,3037.0,unit series folded to geographic provinces,
surigao del norte,2016,7777.0,3118.0,unit series folded to geographic provinces,
surigao del norte,2017,7423.0,3173.0,unit series folded to geographic provinces,
surigao del norte,2018,7838.0,3197.0,unit series folded to geographic provinces,
surigao del norte,2019,7880.0,3349.0,unit series folded to geographic provinces,
surigao del norte,2020,7262.0,3327.0,unit series folded to geographic provinces,
surigao del norte,2021,6528.0,4615.0,unit series folded to geographic provinces,
surigao del norte,2022,6695.0,3812.0,unit series folded to geographic provinces,
surigao del norte,2023,7347.0,3698.0,unit series folded to geographic provinces,
surigao del norte,2024,6560.0,3601.0,unit series folded to geographic provinces,
surigao del sur,2006,,2219.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
surigao del sur,2007,,2248.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
surigao del sur,2008,,2320.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
surigao del sur,2009,,2554.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
surigao del sur,2010,,2503.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
surigao del sur,2011,,2639.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
surigao del sur,2012,,2737.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
surigao del sur,2013,8840.0,2757.0,unit series folded to geographic provinces,
surigao del sur,2014,9434.0,3150.0,unit series folded to geographic provinces,
surigao del sur,2015,10581.0,3401.0,unit series folded to geographic provinces,
surigao del sur,2016,11335.0,3500.0,unit series folded to geographic provinces,
surigao del sur,2017,11126.0,3554.0,unit series folded to geographic provinces,
surigao del sur,2018,11197.0,3706.0,unit series folded to geographic provinces,
surigao del sur,2019,11356.0,4021.0,unit series folded to geographic provinces,
surigao del sur,2020,10107.0,3767.0,unit series folded to geographic provinces,
surigao del sur,2021,9327.0,5806.0,unit series folded to geographic provinces,
surigao del sur,2022,10490.0,4774.0,unit series folded to geographic provinces,
