geo,year,births,deaths,source,flag
surigao del sur,2023,10262.0,4733.0,unit series folded to geographic provinces,
surigao del sur,2024,9113.0,4541.0,unit series folded to geographic provinces,
tarlac,2006,,6896.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
tarlac,2007,,7096.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
tarlac,2008,,7529.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
tarlac,2009,,7819.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
tarlac,2010,,7815.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
tarlac,2011,,7852.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
tarlac,2012,,8132.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
tarlac,2013,24875.0,8090.0,unit series folded to geographic provinces,
tarlac,2014,24660.0,8609.0,unit series folded to geographic provinces,
tarlac,2015,24629.0,8760.0,unit series folded to geographic provinces,
tarlac,2016,23301.0,9228.0,unit series folded to geographic provinces,
tarlac,2017,21764.0,9117.0,unit series folded to geographic provinces,
tarlac,2018,21999.0,9404.0,unit series folded to geographic provinces,
tarlac,2019,22469.0,9903.0,unit series folded to geographic provinces,
tarlac,2020,21215.0,9269.0,unit series folded to geographic provinces,
tarlac,2021,18956.0,14692.0,unit series folded to geographic provinces,
tarlac,2022,20433.0,10312.0,unit series folded to geographic provinces,
tarlac,2023,19878.0,10978.0,unit series folded to geographic provinces,
tarlac,2024,18507.0,11373.0,unit series folded to geographic provinces,
tawi tawi,2006,,179.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
tawi tawi,2007,,135.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
tawi tawi,2008,,162.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
tawi tawi,2009,,132.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
tawi tawi,2010,,45.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
tawi tawi,2011,,86.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
tawi tawi,2012,,32.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
tawi tawi,2013,325.0,5.0,unit series folded to geographic provinces,
tawi tawi,2014,890.0,20.0,unit series folded to geographic provinces,
tawi tawi,2015,132.0,123.0,unit series folded to geographic provinces,
tawi tawi,2016,1936.0,160.0,unit series folded to geographic provinces,
tawi tawi,2017,2176.0,146.0,unit series folded to geographic provinces,
tawi tawi,2018,2181.0,332.0,unit series folded to geographic provinces,
tawi tawi,2019,2540.0,369.0,unit series folded to geographic provinces,
tawi tawi,2020,1943.0,507.0,unit series folded to geographic provinces,
tawi tawi,2021,1078.0,303.0,unit series folded to geographic provinces,
tawi tawi,2022,1799.0,564.0,unit series folded to geographic provinces,
tawi tawi,2023,1932.0,595.0,unit series folded to geographic provinces,
tawi tawi,2024,1512.0,349.0,unit series folded to geographic provinces,
zambales,2006,,4238.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
zambales,2007,,4406.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
zambales,2008,,4719.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
zambales,2009,,4913.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
zambales,2010,,4798.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
zambales,2011,,4967.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
zambales,2012,,4868.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
zambales,2013,16614.0,5045.0,unit series folded to geographic provinces,
zambales,2014,16356.0,5337.0,unit series folded to geographic provinces,
zambales,2015,16545.0,5359.0,unit series folded to geographic provinces,
zambales,2016,15901.0,5543.0,unit series folded to geographic provinces,
zambales,2017,14862.0,5437.0,unit series folded to geographic provinces,
zambales,2018,14265.0,5758.0,unit series folded to geographic provinces,
zambales,2019,14000.0,5987.0,unit series folded to geographic provinces,
zambales,2020,13129.0,4918.0,unit series folded to geographic provinces,
zambales,2021,11114.0,8402.0,unit series folded to geographic provinces,
zambales,2022,12216.0,6231.0,unit series folded to geographic provinces,
zambales,2023,11889.0,6356.0,unit series folded to geographic provinces,
zambales,2024,11298.0,6669.0,unit series folded to geographic provinces,
zamboanga del norte,2006,,3251.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
zamboanga del norte,2007,,3545.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
zamboanga del norte,2008,,3646.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
zamboanga del norte,2009,,3921.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
zamboanga del norte,2010,,3887.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
zamboanga del norte,2011,,4239.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
zamboanga del norte,2012,,4480.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
zamboanga del norte,2013,15490.0,4543.0,unit series folded to geographic provinces,
zamboanga del norte,2014,15939.0,4715.0,unit series folded to geographic provinces,
zamboanga del norte,2015,15786.0,5018.0,unit series folded to geographic provinces,
zamboanga del norte,2016,16626.0,5264.0,unit series folded to geographic provinces,
zamboanga del norte,2017,15253.0,5348.0,unit series folded to geographic provinces,
zamboanga del norte,2018,15641.0,5221.0,unit series folded to geographic provinces,
zamboanga del norte,2019,16301.0,5711.0,unit series folded to geographic provinces,
zamboanga del norte,2020,14309.0,5449.0,unit series folded to geographic provinces,
zamboanga del norte,2021,13614.0,7912.0,unit series folded to geographic provinces,
zamboanga del norte,2022,15629.0,6386.0,unit series folded to geographic provinces,
zamboanga del norte,2023,15333.0,6592.0,unit series folded to geographic provinces,
zamboanga del norte,2024,13731.0,6515.0,unit series folded to geographic provinces,
zamboanga del sur,2006,,6523.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
zamboanga del sur,2007,,6600.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
zamboanga del sur,2008,,7101.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
zamboanga del sur,2009,,7470.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
zamboanga del sur,2010,,7717.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
zamboanga del sur,2011,,8378.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
zamboanga del sur,2012,,7985.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
zamboanga del sur,2013,32010.0,8742.0,unit series folded to geographic provinces,
zamboanga del sur,2014,33876.0,8765.0,unit series folded to geographic provinces,
zamboanga del sur,2015,31311.0,9087.0,unit series folded to geographic provinces,
zamboanga del sur,2016,34255.0,9301.0,unit series folded to geographic provinces,
zamboanga del sur,2017,28736.0,8729.0,unit series folded to geographic provinces,
zamboanga del sur,2018,33088.0,10235.0,unit series folded to geographic provinces,
zamboanga del sur,2019,32956.0,10784.0,unit series folded to geographic provinces,
zamboanga del sur,2020,28272.0,10349.0,unit series folded to geographic provinces,
zamboanga del sur,2021,26753.0,15877.0,unit series folded to geographic provinces,
zamboanga del sur,2022,29068.0,12298.0,unit series folded to geographic provinces,
zamboanga del sur,2023,29224.0,12834.0,unit series folded to geographic provinces,
zamboanga del sur,2024,25779.0,13013.0,unit series folded to geographic provinces,
zamboanga sibugay,2006,,1484.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
zamboanga sibugay,2007,,1519.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
zamboanga sibugay,2008,,1686.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
zamboanga sibugay,2009,,1644.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
zamboanga sibugay,2010,,1667.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
zamboanga sibugay,2011,,1900.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
zamboanga sibugay,2012,,2042.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
zamboanga sibugay,2013,9778.0,2085.0,unit series folded to geographic provinces,
zamboanga sibugay,2014,10664.0,2166.0,unit series folded to geographic provinces,
zamboanga sibugay,2015,10712.0,2365.0,unit series folded to geographic provinces,
zamboanga sibugay,2016,10958.0,2448.0,unit series folded to geographic provinces,
zamboanga sibugay,2017,10288.0,2552.0,unit series folded to geographic provinces,
zamboanga sibugay,2018,10360.0,2578.0,unit series folded to geographic provinces,
zamboanga sibugay,2019,9823.0,2937.0,unit series folded to geographic provinces,
zamboanga sibugay,2020,8166.0,2871.0,unit series folded to geographic provinces,
zamboanga sibugay,2021,8263.0,4319.0,unit series folded to geographic provinces,
zamboanga sibugay,2022,10439.0,3285.0,unit series folded to geographic provinces,
zamboanga sibugay,2023,9481.0,3614.0,unit series folded to geographic provinces,
zamboanga sibugay,2024,8515.0,3529.0,unit series folded to geographic provinces,
