year,region,province_src,name_src,mayor_votes,psgc10,match_method
2016,BARMM,BASILAN,AKBAR,5027,1900708000,cur:exact
2016,BARMM,BASILAN,AL BARKA,6627,1900709000,cur:exact
2016,BARMM,BASILAN,HADJI MOHAMMAD AJUL,6978,1900710000,cur:exact
2016,BARMM,BASILAN,HADJI MUHTAMAD,6145,1900712000,cur:exact
2016,BARMM,BASILAN,ISABELA,27923,0990101000,cur:based
2016,BARMM,BASILAN,LAMITAN,31289,1900702000,cur:based
2016,BARMM,BASILAN,LANTAWAN,9537,1900703000,cur:exact
2016,BARMM,BASILAN,MALUSO,14976,1900704000,cur:exact
2016,BARMM,BASILAN,SUMISIP,17590,1900705000,cur:exact
2016,BARMM,BASILAN,TABUAN LASA,10114,1900713000,cur:exact
2016,BARMM,BASILAN,TIPO TIPO,6793,1900706000,cur:exact
2016,BARMM,BASILAN,TUBURAN,4873,1900707000,cur:exact
2016,BARMM,BASILAN,UNGKAYA PUKAN,6065,1900711000,cur:exact
2016,BARMM,LANAO DEL SUR,AMAI MANABILANG BUMBARAN,4884,1903637000,old:stripped
2016,BARMM,LANAO DEL SUR,BACOLOD KALAWI BACOLOD GRANDE,4265,1903601000,old:stripped
2016,BARMM,LANAO DEL SUR,BALABAGAN,10500,1903602000,cur:exact
2016,BARMM,LANAO DEL SUR,BALINDONG WATU,11092,1903603000,old:stripped
2016,BARMM,LANAO DEL SUR,BAYANG,10280,1903604000,cur:exact
2016,BARMM,LANAO DEL SUR,BINIDAYAN,5773,1903605000,cur:exact
2016,BARMM,LANAO DEL SUR,BUADIPOSO BUNTONG,9690,1903633000,cur:exact
2016,BARMM,LANAO DEL SUR,BUBONG,8242,1903606000,cur:exact
2016,BARMM,LANAO DEL SUR,BUTIG,8039,1903607000,cur:exact
2016,BARMM,LANAO DEL SUR,CALANOGAS,5435,1903632000,cur:exact
2016,BARMM,LANAO DEL SUR,DITSAAN RAMAIN,3289,1903624000,cur:exact
2016,BARMM,LANAO DEL SUR,GANASSI,5417,1903609000,cur:exact
2016,BARMM,LANAO DEL SUR,KAPAI,3150,1903610000,cur:exact
2016,BARMM,LANAO DEL SUR,KAPATAGAN,8538,1903639000,cur:exact
2016,BARMM,LANAO DEL SUR,LUMBA BAYABAO MAGUING,5517,1903611000,old:stripped
2016,BARMM,LANAO DEL SUR,LUMBACA UNAYAN,3546,1903641000,cur:exact
2016,BARMM,LANAO DEL SUR,LUMBATAN,8800,1903612000,cur:exact
2016,BARMM,LANAO DEL SUR,LUMBAYANAGUE,572,1903636000,cur:exact
2016,BARMM,LANAO DEL SUR,MADALUM,2497,1903613000,cur:exact
2016,BARMM,LANAO DEL SUR,MADAMBA,6353,1903614000,cur:exact
2016,BARMM,LANAO DEL SUR,MAGUING,14547,1903634000,cur:exact
2016,BARMM,LANAO DEL SUR,MALABANG,12616,1903615000,cur:exact
2016,BARMM,LANAO DEL SUR,MARANTAO,18516,1903616000,cur:exact
2016,BARMM,LANAO DEL SUR,MARAWI,16612,1903617000,cur:based
2016,BARMM,LANAO DEL SUR,MAROGONG,7700,1903631000,cur:exact
2016,BARMM,LANAO DEL SUR,MASIU,9235,1903618000,cur:exact
2016,BARMM,LANAO DEL SUR,MULONDO,872,1903619000,cur:exact
2016,BARMM,LANAO DEL SUR,PAGAYAWAN TATARIKAN,5918,1903620000,old:stripped
2016,BARMM,LANAO DEL SUR,PIAGAPO,3178,1903621000,cur:exact
2016,BARMM,LANAO DEL SUR,PICONG SULTAN GUMANDER,7807,1903635000,old:stripped
2016,BARMM,LANAO DEL SUR,POONA BAYABAO GATA,8397,1903622000,old:stripped
2016,BARMM,LANAO DEL SUR,PUALAS,4857,1903623000,cur:exact
2016,BARMM,LANAO DEL SUR,SAGUIARAN,15981,1903625000,cur:exact
2016,BARMM,LANAO DEL SUR,SULTAN DUMALONDONG,3232,1903640000,cur:exact
2016,BARMM,LANAO DEL SUR,TAGOLOAN,3005,1903638000,cur:exact
2016,BARMM,LANAO DEL SUR,TAMPARAN,10290,1903626000,cur:exact
2016,BARMM,LANAO DEL SUR,TARAKA,444,1903627000,cur:exact
2016,BARMM,LANAO DEL SUR,TUBARAN,7159,1903628000,cur:exact
2016,BARMM,LANAO DEL SUR,TUGAYA,7980,1903629000,cur:exact
2016,BARMM,LANAO DEL SUR,WAO,26547,1903630000,cur:exact
2016,BARMM,MAGUINDANAO,AMPATUAN,8023,1908801000,cur:exact
2016,BARMM,MAGUINDANAO,BARIRA,12106,1908701000,cur:exact
2016,BARMM,MAGUINDANAO,BULDON,13569,1908702000,cur:exact
2016,BARMM,MAGUINDANAO,BULUAN,14899,1908802000,cur:exact
2016,BARMM,MAGUINDANAO,COTABATO,43736,1908703000,cur:based
2016,BARMM,MAGUINDANAO,DATU ABDULLAH SANGKI,5791,1908803000,cur:exact
2016,BARMM,MAGUINDANAO,DATU ANGGAL MIDTIMBANG,4323,1908804000,cur:exact
2016,BARMM,MAGUINDANAO,DATU BLAH T SINSUAT,8138,1908704000,cur:exact
2016,BARMM,MAGUINDANAO,DATU HOFFER AMPATUAN,4613,1908805000,cur:exact
2016,BARMM,MAGUINDANAO,DATU ODIN SINSUAT DINAIG,38402,1908705000,old:stripped
2016,BARMM,MAGUINDANAO,DATU PAGLAS,10644,1908806000,cur:exact
2016,BARMM,MAGUINDANAO,DATU PIANG,11090,1908807000,cur:exact
2016,BARMM,MAGUINDANAO,DATU SALIBO,4046,1908808000,cur:exact
2016,BARMM,MAGUINDANAO,DATU SAUDI AMPATUAN,11333,1908809000,cur:exact
2016,BARMM,MAGUINDANAO,DATU UNSAY,4043,1908810000,cur:exact
2016,BARMM,MAGUINDANAO,GEN S K PENDATUN,8134,1908811000,cur:exact
2016,BARMM,MAGUINDANAO,GUINDULUNGAN,677,1908812000,cur:exact
2016,BARMM,MAGUINDANAO,KABUNTALAN TUMBAO,7699,1908706000,old:stripped
2016,BARMM,MAGUINDANAO,MAMASAPANO,3623,1908813000,cur:exact
2016,BARMM,MAGUINDANAO,MANGUDADATU,8286,1908814000,cur:exact
2016,BARMM,MAGUINDANAO,MATANOG,7857,1908707000,cur:exact
2016,BARMM,MAGUINDANAO,NORTHERN KABUNTALAN,6071,1908708000,cur:exact
2016,BARMM,MAGUINDANAO,PAGAGAWAN,9865,1908815000,cur:exact
2016,BARMM,MAGUINDANAO,PAGALUNGAN,12602,1908816000,cur:exact
2016,BARMM,MAGUINDANAO,PAGLAT,4658,1908817000,cur:exact
2016,BARMM,MAGUINDANAO,PANDAG,2684,1908818000,cur:exact
2016,BARMM,MAGUINDANAO,PARANG,27016,1908709000,cur:exact
2016,BARMM,MAGUINDANAO,RAJAH BUAYAN,1243,1908819000,cur:exact
2016,BARMM,MAGUINDANAO,SHARIFF AGUAK MAGANOY,6397,1908820000,old:stripped
2016,BARMM,MAGUINDANAO,SHARIFF SAYDONA MUSTAPHA,3805,1908821000,cur:exact
2016,BARMM,MAGUINDANAO,SOUTH UPI,14036,1908822000,cur:exact
2016,BARMM,MAGUINDANAO,SULTAN KUDARAT NULING,20324,1908710000,old:stripped
2016,BARMM,MAGUINDANAO,SULTAN MASTURA,8657,1908711000,cur:exact
2016,BARMM,MAGUINDANAO,SULTAN SA BARONGIS LAMBAYONG,6471,1908823000,old:stripped
2016,BARMM,MAGUINDANAO,TALAYAN,5885,1908824000,cur:exact
2016,BARMM,MAGUINDANAO,TALITAY,5991,1908712000,cur:exact
2016,BARMM,MAGUINDANAO,UPI,20993,1908713000,cur:exact
2016,BARMM,SULU,HADJI PANGLIMA TAHIL MARUNGGAS,3300,1906606000,old:stripped
2016,BARMM,SULU,INDANAN,9780,1906601000,cur:exact
2016,BARMM,SULU,JOLO,27187,1906602000,cur:exact
2016,BARMM,SULU,KALINGALAN CALUANG,8982,1906603000,cur:exact
2016,BARMM,SULU,LUGUS,4481,1906617000,cur:exact
2016,BARMM,SULU,LUUK,1036,1906604000,cur:exact
2016,BARMM,SULU,MAIMBUNG,22465,1906605000,cur:exact
2016,BARMM,SULU,OLD PANAMAO,9582,1906607000,cur:exact
2016,BARMM,SULU,OMAR,6442,1906619000,cur:exact
2016,BARMM,SULU,PANDAMI,9559,1906618000,cur:exact
2016,BARMM,SULU,PANGLIMA ESTINO NEW PANAMAO,2227,1906616000,old:stripped
2016,BARMM,SULU,PANGUTARAN,9954,1906608000,cur:exact
2016,BARMM,SULU,PARANG,19336,1906609000,cur:exact
2016,BARMM,SULU,PATA,1766,1906610000,cur:exact
2016,BARMM,SULU,PATIKUL,26765,1906611000,cur:exact
2016,BARMM,SULU,SIASI,8633,1906612000,cur:exact
2016,BARMM,SULU,TALIPAO,19654,1906613000,cur:exact
2016,BARMM,SULU,TAPUL,1859,1906614000,cur:exact
2016,BARMM,SULU,TONGKIL,10092,1906615000,cur:exact
2016,BARMM,TAWI TAWI,BONGAO,29573,1907002000,cur:exact
2016,BARMM,TAWI TAWI,LANGUYAN,13874,1907009000,cur:exact
2016,BARMM,TAWI TAWI,MAPUN CAGAYAN DE TAWI TAWI,8968,1907003000,old:stripped
2016,BARMM,TAWI TAWI,PANGLIMA SUGALA BALIMBING,15768,1907001000,old:stripped
2016,BARMM,TAWI TAWI,SAPA SAPA,11054,1907010000,cur:exact
2016,BARMM,TAWI TAWI,SIBUTU,11342,1907011000,cur:exact
2016,BARMM,TAWI TAWI,SIMUNUL,9328,1907004000,cur:exact
2016,BARMM,TAWI TAWI,SITANGKAI,11052,1907005000,cur:exact
2016,BARMM,TAWI TAWI,SOUTH UBIAN,9214,1907006000,cur:exact
2016,BARMM,TAWI TAWI,TANDUBAS,8523,1907007000,cur:exact
2016,BARMM,TAWI TAWI,TURTLE ISLANDS,2857,1907008000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,ABRA,BANGUED,24129,1400101000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,ABRA,BOLINEY,2074,1400102000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,ABRA,BUCAY,5755,1400103000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,ABRA,BUCLOC,1635,1400104000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,ABRA,DAGUIOMAN,1006,1400105000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,ABRA,DANGLAS,2393,1400106000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,ABRA,DOLORES,5849,1400107000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,ABRA,LA PAZ,8010,1400108000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,ABRA,LACUB,1666,1400109000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,ABRA,LAGANGILANG,7223,1400110000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,ABRA,LAGAYAN,2150,1400111000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,ABRA,LANGIDEN,2376,1400112000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,ABRA,LICUAN BAAY LICUAN,3404,1400113000,old:stripped
2016,CORDILLERA ADMINISTRATIVE REGION,ABRA,LUBA,3596,1400114000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,ABRA,MALIBCONG,2433,1400115000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,ABRA,MANABO,5385,1400116000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,ABRA,PENARRUBIA,3649,1400117000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,ABRA,PIDIGAN,7071,1400118000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,ABRA,PILAR,5558,1400119000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,ABRA,SALLAPADAN,4058,1400120000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,ABRA,SAN ISIDRO,2543,1400121000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,ABRA,SAN JUAN,4718,1400122000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,ABRA,SAN QUINTIN,2357,1400123000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,ABRA,TAYUM,7848,1400124000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,ABRA,TINEG,2004,1400125000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,ABRA,TUBO,2597,1400126000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,ABRA,VILLAVICIOSA,2713,1400127000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,APAYAO,CALANASAN BAYAG,5337,1408101000,old:stripped
2016,CORDILLERA ADMINISTRATIVE REGION,APAYAO,CONNER,7611,1408102000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,APAYAO,FLORA,6238,1408103000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,APAYAO,KABUGAO,6378,1408104000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,APAYAO,LUNA,8042,1408105000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,APAYAO,PUDTOL,5917,1408106000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,APAYAO,SANTA MARCELA,4482,1408107000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,BENGUET,ATOK,8685,1401101000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,BENGUET,BAGUIO,111123,1430300000,cur:based
2016,CORDILLERA ADMINISTRATIVE REGION,BENGUET,BAKUN,7580,1401103000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,BENGUET,BOKOD,7582,1401104000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,BENGUET,BUGUIAS,14836,1401105000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,BENGUET,ITOGON,22765,1401106000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,BENGUET,KABAYAN,6984,1401107000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,BENGUET,KAPANGAN,9213,1401108000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,BENGUET,KIBUNGAN,7323,1401109000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,BENGUET,LA TRINIDAD,31861,1401110000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,BENGUET,MANKAYAN,14974,1401111000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,BENGUET,SABLAN,4528,1401112000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,BENGUET,TUBA,18172,1401113000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,BENGUET,TUBLAY,8012,1401114000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,IFUGAO,AGUINALDO,8537,1402708000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,IFUGAO,ALFONSO LISTA POTIA,13546,1402707000,old:stripped
2016,CORDILLERA ADMINISTRATIVE REGION,IFUGAO,ASIPULO,5478,1402711000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,IFUGAO,BANAUE,7744,1402701000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,IFUGAO,HINGYON,5996,1402709000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,IFUGAO,HUNGDUAN,4280,1402702000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,IFUGAO,KIANGAN,7724,1402703000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,IFUGAO,LAGAWE,8653,1402704000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,IFUGAO,LAMUT,11980,1402705000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,IFUGAO,MAYOYAO,5939,1402706000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,IFUGAO,TINOC,7174,1402710000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,KALINGA,BALBALAN,5833,1403201000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,KALINGA,LUBUAGAN,4700,1403206000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,KALINGA,PASIL,5714,1403208000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,KALINGA,PINUKPUK,13512,1403209000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,KALINGA,RIZAL LIWAN,8676,1403211000,old:stripped
2016,CORDILLERA ADMINISTRATIVE REGION,KALINGA,TABUK,37564,1403213000,cur:based
2016,CORDILLERA ADMINISTRATIVE REGION,KALINGA,TANUDAN,6314,1403214000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,KALINGA,TINGLAYAN,7207,1403215000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BARLIG,287,1404401000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BAUKO,15235,1404402000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BESAO,3083,1404403000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BONTOC,8681,1404404000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,NATONIN,3820,1404405000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,PARACELIS,7375,1404406000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SABANGAN,5591,1404407000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SADANGA,4470,1404408000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SAGADA,5410,1404409000,cur:exact
2016,CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,TADIAN,7202,1404410000,cur:exact
2016,NATIONAL CAPITAL REGION,NCR FIRST DISTRICT,MANILA,727411,1380600000,cur:based
2016,NATIONAL CAPITAL REGION,NCR FOURTH DISTRICT,LAS PINAS,201958,1380200000,cur:based
2016,NATIONAL CAPITAL REGION,NCR FOURTH DISTRICT,MAKATI,304400,1380300000,cur:based
2016,NATIONAL CAPITAL REGION,NCR FOURTH DISTRICT,MUNTINLUPA,215302,1380800000,cur:based
2016,NATIONAL CAPITAL REGION,NCR FOURTH DISTRICT,PARANAQUE,193846,1381000000,cur:based
2016,NATIONAL CAPITAL REGION,NCR FOURTH DISTRICT,PASAY,182631,1381100000,cur:based
2016,NATIONAL CAPITAL REGION,NCR FOURTH DISTRICT,PATEROS,26932,1381701000,cur:exact
2016,NATIONAL CAPITAL REGION,NCR FOURTH DISTRICT,TAGUIG,224981,1381500000,cur:based
2016,NATIONAL CAPITAL REGION,NCR SECOND DISTRICT,MANDALUYONG,144380,1380500000,cur:based
2016,NATIONAL CAPITAL REGION,NCR SECOND DISTRICT,MARIKINA,176633,1380700000,cur:based
2016,NATIONAL CAPITAL REGION,NCR SECOND DISTRICT,PASIG,295940,1381200000,cur:based
2016,NATIONAL CAPITAL REGION,NCR SECOND DISTRICT,QUEZON,804531,1381300000,cur:based
2016,NATIONAL CAPITAL REGION,NCR SECOND DISTRICT,SAN JUAN,56432,1381400000,cur:based
2016,NATIONAL CAPITAL REGION,NCR THIRD DISTRICT,CALOOCAN,483199,1380100000,cur:based
2016,NATIONAL CAPITAL REGION,NCR THIRD DISTRICT,MALABON,144977,1380400000,cur:based
2016,NATIONAL CAPITAL REGION,NCR THIRD DISTRICT,NAVOTAS,87485,1380900000,cur:based
2016,NATIONAL CAPITAL REGION,NCR THIRD DISTRICT,VALENZUELA,255782,1381600000,cur:based
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,BACOLOD,221677,1830200000,cur:based
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,BAGO,62657,1804502000,cur:based
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,BINALBAGAN,29754,1804503000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,CADIZ,27868,1804504000,cur:based
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,CALATRAVA,31308,1804505000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,CANDONI,8770,1804506000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,CAUAYAN,33350,1804507000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,ENRIQUE B MAGALONA SARAVIA,27442,1804508000,old:stripped
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,ESCALANTE,43359,1804509000,cur:based
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,HIMAMAYLAN,43432,1804510000,cur:based
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,HINIGARAN,35970,1804511000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,HINOBA AN ASIA,19791,1804512000,old:stripped
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,ILOG,17366,1804513000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,ISABELA,25719,1804514000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,KABANKALAN,51417,1804515000,cur:based
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,LA CARLOTA,29171,1804516000,cur:based
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,LA CASTELLANA,29068,1804517000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,MANAPLA,20322,1804518000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,MOISES PADILLA MAGALLON,17283,1804519000,old:stripped
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,MURCIA,26873,1804520000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,PONTEVEDRA,22537,1804521000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,PULUPANDAN,11539,1804522000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,SAGAY,41693,1804523000,cur:based
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,SALVADOR BENEDICTO,10981,1804532000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,SAN CARLOS,49933,1804524000,cur:based
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,SAN ENRIQUE,12862,1804525000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,SILAY,64207,1804526000,cur:based
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,SIPALAY,23585,1804527000,cur:based
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,TALISAY,49559,1804528000,cur:based
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,TOBOSO,18163,1804529000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,VALLADOLID,18349,1804530000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS OCCIDENTAL,VICTORIAS,44352,1804531000,cur:based
2016,NEGROS ISLAND REGION,NEGROS ORIENTAL,AMLAN AYUQUITAN,11836,1804601000,old:stripped
2016,NEGROS ISLAND REGION,NEGROS ORIENTAL,AYUNGON,15731,1804602000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS ORIENTAL,BACONG,14785,1804603000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS ORIENTAL,BAIS,41127,1804604000,cur:based
2016,NEGROS ISLAND REGION,NEGROS ORIENTAL,BASAY,12430,1804605000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS ORIENTAL,BAYAWAN CITY TULONG,40954,1804606000,old:stripped
2016,NEGROS ISLAND REGION,NEGROS ORIENTAL,BINDOY PAYABON,15342,1804607000,old:stripped
2016,NEGROS ISLAND REGION,NEGROS ORIENTAL,CANLAON,18706,1804608000,cur:based
2016,NEGROS ISLAND REGION,NEGROS ORIENTAL,DAUIN,13814,1804609000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS ORIENTAL,DUMAGUETE,60747,1804610000,cur:based
2016,NEGROS ISLAND REGION,NEGROS ORIENTAL,GUIHULNGAN,34033,1804611000,cur:based
2016,NEGROS ISLAND REGION,NEGROS ORIENTAL,JIMALALUD,11138,1804612000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS ORIENTAL,LA LIBERTAD,14120,1804613000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS ORIENTAL,MABINAY,25845,1804614000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS ORIENTAL,MANJUYOD,19644,1804615000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS ORIENTAL,PAMPLONA,17781,1804616000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS ORIENTAL,SAN JOSE,10513,1804617000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS ORIENTAL,SANTA CATALINA,26268,1804618000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS ORIENTAL,SIATON,32912,1804619000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS ORIENTAL,SIBULAN,21452,1804620000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS ORIENTAL,TANJAY,38376,1804621000,cur:based
2016,NEGROS ISLAND REGION,NEGROS ORIENTAL,TAYASAN,14843,1804622000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS ORIENTAL,VALENCIA LUZURRIAGA,19432,1804623000,old:stripped
2016,NEGROS ISLAND REGION,NEGROS ORIENTAL,VALLEHERMOSO,16384,1804624000,cur:exact
2016,NEGROS ISLAND REGION,NEGROS ORIENTAL,ZAMBOANGUITA,12969,1804625000,cur:exact
2016,REGION I,ILOCOS NORTE,ADAMS,1121,0102801000,cur:exact
2016,REGION I,ILOCOS NORTE,BACARRA,16200,0102802000,cur:exact
2016,REGION I,ILOCOS NORTE,BADOC,16590,0102803000,cur:exact
2016,REGION I,ILOCOS NORTE,BANGUI,8857,0102804000,cur:exact
2016,REGION I,ILOCOS NORTE,BANNA ESPIRITU,7877,0102811000,old:stripped
2016,REGION I,ILOCOS NORTE,BATAC,28883,0102805000,cur:based
2016,REGION I,ILOCOS NORTE,BURGOS,5444,0102806000,cur:exact
2016,REGION I,ILOCOS NORTE,CARASI,1078,0102807000,cur:exact
2016,REGION I,ILOCOS NORTE,CURRIMAO,6128,0102808000,cur:exact
2016,REGION I,ILOCOS NORTE,DINGRAS,18582,0102809000,cur:exact
2016,REGION I,ILOCOS NORTE,DUMALNEG,1189,0102810000,cur:exact
2016,REGION I,ILOCOS NORTE,LAOAG,48778,0102812000,cur:based
2016,REGION I,ILOCOS NORTE,MARCOS,8623,0102813000,cur:exact
2016,REGION I,ILOCOS NORTE,NUEVA ERA,3896,0102814000,cur:exact
2016,REGION I,ILOCOS NORTE,PAGUDPUD,12156,0102815000,cur:exact
2016,REGION I,ILOCOS NORTE,PAOAY,13718,0102816000,cur:exact
2016,REGION I,ILOCOS NORTE,PASUQUIN,17152,0102817000,cur:exact
2016,REGION I,ILOCOS NORTE,PIDDIG,9286,0102818000,cur:exact
2016,REGION I,ILOCOS NORTE,PINILI,7941,0102819000,cur:exact
2016,REGION I,ILOCOS NORTE,SAN NICOLAS,15961,0102820000,cur:exact
2016,REGION I,ILOCOS NORTE,SARRAT,14223,0102821000,cur:exact
2016,REGION I,ILOCOS NORTE,SOLSONA,13055,0102822000,cur:exact
2016,REGION I,ILOCOS NORTE,VINTAR,16156,0102823000,cur:exact
2016,REGION I,ILOCOS SUR,ALILEM,2973,0102901000,cur:exact
2016,REGION I,ILOCOS SUR,BANAYOYO,4718,0102902000,cur:exact
2016,REGION I,ILOCOS SUR,BANTAY,13669,0102903000,cur:exact
