year,region,province_src,name_src,mayor_votes,psgc10,match_method
2016,REGION IV A,RIZAL,BINANGONAN,78800,0405804000,cur:exact
2016,REGION IV A,RIZAL,CAINTA,112141,0405805000,cur:exact
2016,REGION IV A,RIZAL,CARDONA,14201,0405806000,cur:exact
2016,REGION IV A,RIZAL,JALA JALA,10811,0405807000,cur:exact
2016,REGION IV A,RIZAL,MORONG,27097,0405809000,cur:exact
2016,REGION IV A,RIZAL,PILILLA,25483,0405810000,cur:exact
2016,REGION IV A,RIZAL,RODRIGUEZ MONTALBAN,97308,0405808000,old:stripped
2016,REGION IV A,RIZAL,SAN MATEO,75319,0405811000,cur:exact
2016,REGION IV A,RIZAL,TANAY,41930,0405812000,cur:exact
2016,REGION IV A,RIZAL,TAYTAY,95431,0405813000,cur:exact
2016,REGION IV A,RIZAL,TERESA,26652,0405814000,cur:exact
2016,REGION IV B,MARINDUQUE,BOAC,23217,1704001000,cur:exact
2016,REGION IV B,MARINDUQUE,BUENAVISTA,10156,1704002000,cur:exact
2016,REGION IV B,MARINDUQUE,GASAN,11042,1704003000,cur:exact
2016,REGION IV B,MARINDUQUE,MOGPOG,16326,1704004000,cur:exact
2016,REGION IV B,MARINDUQUE,SANTA CRUZ,26999,1704005000,cur:exact
2016,REGION IV B,MARINDUQUE,TORRIJOS,13225,1704006000,cur:exact
2016,REGION IV B,OCCIDENTAL MINDORO,ABRA DE ILOG,12016,1705101000,cur:exact
2016,REGION IV B,OCCIDENTAL MINDORO,CALINTAAN,10236,1705102000,cur:exact
2016,REGION IV B,OCCIDENTAL MINDORO,LOOC,5352,1705103000,cur:exact
2016,REGION IV B,OCCIDENTAL MINDORO,LUBANG,9257,1705104000,cur:exact
2016,REGION IV B,OCCIDENTAL MINDORO,MAGSAYSAY,12957,1705105000,cur:exact
2016,REGION IV B,OCCIDENTAL MINDORO,MAMBURAO,19130,1705106000,cur:exact
2016,REGION IV B,OCCIDENTAL MINDORO,PALUAN,8396,1705107000,cur:exact
2016,REGION IV B,OCCIDENTAL MINDORO,RIZAL,14525,1705108000,cur:exact
2016,REGION IV B,OCCIDENTAL MINDORO,SABLAYAN,21777,1705109000,cur:exact
2016,REGION IV B,OCCIDENTAL MINDORO,SAN JOSE,50898,1705110000,cur:exact
2016,REGION IV B,OCCIDENTAL MINDORO,SANTA CRUZ,17826,1705111000,cur:exact
2016,REGION IV B,ORIENTAL MINDORO,BACO,15103,1705201000,cur:exact
2016,REGION IV B,ORIENTAL MINDORO,BANSUD,5510,1705202000,cur:exact
2016,REGION IV B,ORIENTAL MINDORO,BONGABONG,28972,1705203000,cur:exact
2016,REGION IV B,ORIENTAL MINDORO,BULALACAO SAN PEDRO,14443,1705204000,old:stripped
2016,REGION IV B,ORIENTAL MINDORO,CALAPAN,59135,1705205000,cur:based
2016,REGION IV B,ORIENTAL MINDORO,GLORIA,19891,1705206000,cur:exact
2016,REGION IV B,ORIENTAL MINDORO,MANSALAY,18513,1705207000,cur:exact
2016,REGION IV B,ORIENTAL MINDORO,NAUJAN,42439,1705208000,cur:exact
2016,REGION IV B,ORIENTAL MINDORO,PINAMALAYAN,26054,1705209000,cur:exact
2016,REGION IV B,ORIENTAL MINDORO,POLA,12946,1705210000,cur:exact
2016,REGION IV B,ORIENTAL MINDORO,PUERTO GALERA,18591,1705211000,cur:exact
2016,REGION IV B,ORIENTAL MINDORO,ROXAS,21802,1705212000,cur:exact
2016,REGION IV B,ORIENTAL MINDORO,SAN TEODORO,7892,1705213000,cur:exact
2016,REGION IV B,ORIENTAL MINDORO,SOCORRO,16048,1705214000,cur:exact
2016,REGION IV B,ORIENTAL MINDORO,VICTORIA,21492,1705215000,cur:exact
2016,REGION IV B,PALAWAN,ABORLAN,16639,1705301000,cur:exact
2016,REGION IV B,PALAWAN,AGUTAYA,3244,1705302000,cur:exact
2016,REGION IV B,PALAWAN,ARACELI,6199,1705303000,cur:exact
2016,REGION IV B,PALAWAN,BALABAC,15456,1705304000,cur:exact
2016,REGION IV B,PALAWAN,BATARAZA,26621,1705305000,cur:exact
2016,REGION IV B,PALAWAN,BROOKE'S POINT,28798,1705306000,cur:exact
2016,REGION IV B,PALAWAN,BUSUANGA,9678,1705307000,cur:exact
2016,REGION IV B,PALAWAN,CAGAYANCILLO,85,1705308000,cur:exact
2016,REGION IV B,PALAWAN,CORON,21573,1705309000,cur:exact
2016,REGION IV B,PALAWAN,CULION,8985,1705322000,cur:exact
2016,REGION IV B,PALAWAN,CUYO,6607,1705310000,cur:exact
2016,REGION IV B,PALAWAN,DUMARAN,8478,1705311000,cur:exact
2016,REGION IV B,PALAWAN,EL NIDO BACUIT,18799,1705312000,old:stripped
2016,REGION IV B,PALAWAN,KALAYAAN,229,1705321000,cur:exact
2016,REGION IV B,PALAWAN,LINAPACAN,6407,1705313000,cur:exact
2016,REGION IV B,PALAWAN,MAGSAYSAY,4582,1705314000,cur:exact
2016,REGION IV B,PALAWAN,NARRA,22175,1705315000,cur:exact
2016,REGION IV B,PALAWAN,PUERTO PRINCESA,97610,1731500000,cur:based
2016,REGION IV B,PALAWAN,QUEZON,23854,1705317000,cur:exact
2016,REGION IV B,PALAWAN,RIZAL MARCOS,16647,1705323000,cur:exact
2016,REGION IV B,PALAWAN,ROXAS,28849,1705318000,cur:exact
2016,REGION IV B,PALAWAN,SAN VICENTE,13629,1705319000,cur:exact
2016,REGION IV B,PALAWAN,SOFRONIO ESPANOLA,13299,1705324000,cur:exact
2016,REGION IV B,PALAWAN,TAYTAY,24627,1705320000,cur:exact
2016,REGION IV B,ROMBLON,ALCANTARA,7919,1705901000,cur:exact
2016,REGION IV B,ROMBLON,BANTON,2981,1705902000,cur:exact
2016,REGION IV B,ROMBLON,CAJIDIOCAN,6454,1705903000,cur:exact
2016,REGION IV B,ROMBLON,CALATRAVA,4726,1705904000,cur:exact
2016,REGION IV B,ROMBLON,CONCEPCION,2579,1705905000,cur:exact
2016,REGION IV B,ROMBLON,CORCUERA,4821,1705906000,cur:exact
2016,REGION IV B,ROMBLON,FERROL,3159,1705916000,cur:exact
2016,REGION IV B,ROMBLON,LOOC,9974,1705907000,cur:exact
2016,REGION IV B,ROMBLON,MAGDIWANG,6855,1705908000,cur:exact
2016,REGION IV B,ROMBLON,ODIONGAN,20686,1705909000,cur:exact
2016,REGION IV B,ROMBLON,ROMBLON,16156,1705910000,cur:exact
2016,REGION IV B,ROMBLON,SAN AGUSTIN,9176,1705911000,cur:exact
2016,REGION IV B,ROMBLON,SAN ANDRES,7810,1705912000,cur:exact
2016,REGION IV B,ROMBLON,SAN FERNANDO,4664,1705913000,cur:exact
2016,REGION IV B,ROMBLON,SAN JOSE,5227,1705914000,cur:exact
2016,REGION IV B,ROMBLON,SANTA FE,7882,1705915000,cur:exact
2016,REGION IV B,ROMBLON,SANTA MARIA IMELDA,3993,1705917000,old:stripped
2016,REGION IX,ZAMBOANGA DEL NORTE,BACUNGAN LEON T POSTIGO,10931,0907226000,cur:exact
2016,REGION IX,ZAMBOANGA DEL NORTE,BALIGUIAN,6821,0907224000,cur:exact
2016,REGION IX,ZAMBOANGA DEL NORTE,DAPITAN,39323,0907201000,cur:based
2016,REGION IX,ZAMBOANGA DEL NORTE,DIPOLOG,54891,0907202000,cur:based
2016,REGION IX,ZAMBOANGA DEL NORTE,GODOD,7405,0907225000,cur:exact
2016,REGION IX,ZAMBOANGA DEL NORTE,GUTALAC,15715,0907223000,cur:exact
2016,REGION IX,ZAMBOANGA DEL NORTE,JOSE DALMAN PONOT,8940,0907222000,old:stripped
2016,REGION IX,ZAMBOANGA DEL NORTE,KALAWIT,9335,0907227000,cur:exact
2016,REGION IX,ZAMBOANGA DEL NORTE,KATIPUNAN,17640,0907203000,cur:exact
2016,REGION IX,ZAMBOANGA DEL NORTE,LA LIBERTAD,4233,0907204000,cur:exact
2016,REGION IX,ZAMBOANGA DEL NORTE,LABASON,17939,0907205000,cur:exact
2016,REGION IX,ZAMBOANGA DEL NORTE,LILOY,21095,0907206000,cur:exact
2016,REGION IX,ZAMBOANGA DEL NORTE,MANUKAN,8959,0907207000,cur:exact
2016,REGION IX,ZAMBOANGA DEL NORTE,MUTIA,6052,0907208000,cur:exact
2016,REGION IX,ZAMBOANGA DEL NORTE,PINAN NEW PINAN,9303,0907209000,old:stripped
2016,REGION IX,ZAMBOANGA DEL NORTE,POLANCO,18616,0907210000,cur:exact
2016,REGION IX,ZAMBOANGA DEL NORTE,PRES MANUEL A ROXAS,15352,0907211000,cur:exact
2016,REGION IX,ZAMBOANGA DEL NORTE,RIZAL,8108,0907212000,cur:exact
2016,REGION IX,ZAMBOANGA DEL NORTE,SALUG,14282,0907213000,cur:exact
2016,REGION IX,ZAMBOANGA DEL NORTE,SERGIO OSMENA SR,13490,0907214000,cur:exact
2016,REGION IX,ZAMBOANGA DEL NORTE,SIAYAN,14112,0907215000,cur:exact
2016,REGION IX,ZAMBOANGA DEL NORTE,SIBUCO,6091,0907216000,cur:exact
2016,REGION IX,ZAMBOANGA DEL NORTE,SIBUTAD,8798,0907217000,cur:exact
2016,REGION IX,ZAMBOANGA DEL NORTE,SINDANGAN,38105,0907218000,cur:exact
2016,REGION IX,ZAMBOANGA DEL NORTE,SIOCON,17504,0907219000,cur:exact
2016,REGION IX,ZAMBOANGA DEL NORTE,SIRAWAI,14356,0907220000,cur:exact
2016,REGION IX,ZAMBOANGA DEL NORTE,TAMPILISAN,10444,0907221000,cur:exact
2016,REGION IX,ZAMBOANGA DEL SUR,AURORA,25452,0907302000,cur:exact
2016,REGION IX,ZAMBOANGA DEL SUR,BAYOG,9410,0907303000,cur:exact
2016,REGION IX,ZAMBOANGA DEL SUR,DIMATALING,10726,0907305000,cur:exact
2016,REGION IX,ZAMBOANGA DEL SUR,DINAS,15033,0907306000,cur:exact
2016,REGION IX,ZAMBOANGA DEL SUR,DUMALINAO,11204,0907307000,cur:exact
2016,REGION IX,ZAMBOANGA DEL SUR,DUMINGAG,18382,0907308000,cur:exact
2016,REGION IX,ZAMBOANGA DEL SUR,GUIPOS,8619,0907343000,cur:exact
2016,REGION IX,ZAMBOANGA DEL SUR,JOSEFINA,5061,0907337000,cur:exact
2016,REGION IX,ZAMBOANGA DEL SUR,KUMALARANG,10382,0907311000,cur:exact
2016,REGION IX,ZAMBOANGA DEL SUR,LABANGAN,16745,0907312000,cur:exact
2016,REGION IX,ZAMBOANGA DEL SUR,LAKEWOOD,6007,0907333000,cur:exact
2016,REGION IX,ZAMBOANGA DEL SUR,LAPUYAN,8544,0907313000,cur:exact
2016,REGION IX,ZAMBOANGA DEL SUR,MAHAYAG,19051,0907315000,cur:exact
2016,REGION IX,ZAMBOANGA DEL SUR,MARGOSATUBIG,14594,0907317000,cur:exact
2016,REGION IX,ZAMBOANGA DEL SUR,MIDSALIP,13222,0907318000,cur:exact
2016,REGION IX,ZAMBOANGA DEL SUR,MOLAVE,15618,0907319000,cur:exact
2016,REGION IX,ZAMBOANGA DEL SUR,PAGADIAN,78088,0907322000,cur:based
2016,REGION IX,ZAMBOANGA DEL SUR,PITOGO,10043,0907338000,cur:exact
2016,REGION IX,ZAMBOANGA DEL SUR,RAMON MAGSAYSAY LIARGO,7848,0907323000,old:stripped
2016,REGION IX,ZAMBOANGA DEL SUR,SAN MIGUEL,6833,0907324000,cur:exact
2016,REGION IX,ZAMBOANGA DEL SUR,SAN PABLO,12651,0907325000,cur:exact
2016,REGION IX,ZAMBOANGA DEL SUR,SOMINOT DON MARIANO MARCOS,5644,0907340000,old:stripped
2016,REGION IX,ZAMBOANGA DEL SUR,TABINA,10184,0907327000,cur:exact
2016,REGION IX,ZAMBOANGA DEL SUR,TAMBULIG,15389,0907328000,cur:exact
2016,REGION IX,ZAMBOANGA DEL SUR,TIGBAO,3920,0907344000,cur:exact
2016,REGION IX,ZAMBOANGA DEL SUR,TUKURAN,18568,0907330000,cur:exact
2016,REGION IX,ZAMBOANGA DEL SUR,VINCENZO A SAGUN,2188,0907341000,cur:exact
2016,REGION IX,ZAMBOANGA DEL SUR,ZAMBOANGA,252233,0931700000,cur:based
2016,REGION IX,ZAMBOANGA SIBUGAY,ALICIA,17176,0908301000,cur:exact
2016,REGION IX,ZAMBOANGA SIBUGAY,BUUG,16611,0908302000,cur:exact
2016,REGION IX,ZAMBOANGA SIBUGAY,DIPLAHAN,13814,0908303000,cur:exact
2016,REGION IX,ZAMBOANGA SIBUGAY,IMELDA,10818,0908304000,cur:exact
2016,REGION IX,ZAMBOANGA SIBUGAY,IPIL,32931,0908305000,cur:exact
2016,REGION IX,ZAMBOANGA SIBUGAY,KABASALAN,20513,0908306000,cur:exact
2016,REGION IX,ZAMBOANGA SIBUGAY,MABUHAY,9010,0908307000,cur:exact
2016,REGION IX,ZAMBOANGA SIBUGAY,MALANGAS,13617,0908308000,cur:exact
2016,REGION IX,ZAMBOANGA SIBUGAY,NAGA,16909,0908309000,cur:exact
2016,REGION IX,ZAMBOANGA SIBUGAY,OLUTANGA,10477,0908310000,cur:exact
2016,REGION IX,ZAMBOANGA SIBUGAY,PAYAO,12589,0908311000,cur:exact
2016,REGION IX,ZAMBOANGA SIBUGAY,ROSELLER LIM,16651,0908312000,cur:exact
2016,REGION IX,ZAMBOANGA SIBUGAY,SIAY,15830,0908313000,cur:exact
2016,REGION IX,ZAMBOANGA SIBUGAY,TALUSAN,6770,0908314000,cur:exact
2016,REGION IX,ZAMBOANGA SIBUGAY,TITAY,22711,0908315000,cur:exact
2016,REGION IX,ZAMBOANGA SIBUGAY,TUNGAWAN,15499,0908316000,cur:exact
2016,REGION V,ALBAY,BACACAY,33325,0500501000,cur:exact
2016,REGION V,ALBAY,CAMALIG,30739,0500502000,cur:exact
2016,REGION V,ALBAY,DARAGA LOCSIN,52406,0500503000,old:stripped
2016,REGION V,ALBAY,GUINOBATAN,38966,0500504000,cur:exact
2016,REGION V,ALBAY,JOVELLAR,6770,0500505000,cur:exact
2016,REGION V,ALBAY,LEGAZPI,80700,0500506000,cur:based
2016,REGION V,ALBAY,LIBON,32778,0500507000,cur:exact
2016,REGION V,ALBAY,LIGAO,36081,0500508000,cur:based
2016,REGION V,ALBAY,MALILIPOT,20522,0500509000,cur:exact
2016,REGION V,ALBAY,MALINAO,22937,0500510000,cur:exact
2016,REGION V,ALBAY,MANITO,11395,0500511000,cur:exact
2016,REGION V,ALBAY,OAS,27180,0500512000,cur:exact
2016,REGION V,ALBAY,PIO DURAN,23054,0500513000,cur:exact
2016,REGION V,ALBAY,POLANGUI,37683,0500514000,cur:exact
2016,REGION V,ALBAY,RAPU RAPU,14589,0500515000,cur:exact
2016,REGION V,ALBAY,SANTO DOMINGO LIBOG,18532,0500516000,old:stripped
2016,REGION V,ALBAY,TABACO,57702,0500517000,cur:based
2016,REGION V,ALBAY,TIWI,25364,0500518000,cur:exact
2016,REGION V,CAMARINES NORTE,BASUD,17224,0501601000,cur:exact
2016,REGION V,CAMARINES NORTE,CAPALONGA,13595,0501602000,cur:exact
2016,REGION V,CAMARINES NORTE,DAET,37979,0501603000,cur:exact
2016,REGION V,CAMARINES NORTE,JOSE PANGANIBAN,22410,0501605000,cur:exact
2016,REGION V,CAMARINES NORTE,LABO,38891,0501606000,cur:exact
2016,REGION V,CAMARINES NORTE,MERCEDES,20851,0501607000,cur:exact
2016,REGION V,CAMARINES NORTE,PARACALE,23219,0501608000,cur:exact
2016,REGION V,CAMARINES NORTE,SAN LORENZO RUIZ IMELDA,7335,0501604000,old:stripped
2016,REGION V,CAMARINES NORTE,SAN VICENTE,5357,0501609000,cur:exact
2016,REGION V,CAMARINES NORTE,SANTA ELENA,17706,0501610000,cur:exact
2016,REGION V,CAMARINES NORTE,TALISAY,10795,0501611000,cur:exact
2016,REGION V,CAMARINES NORTE,VINZONS,18911,0501612000,cur:exact
2016,REGION V,CAMARINES SUR,BAAO,22914,0501701000,cur:exact
2016,REGION V,CAMARINES SUR,BALATAN,12516,0501702000,cur:exact
2016,REGION V,CAMARINES SUR,BATO,20725,0501703000,cur:exact
2016,REGION V,CAMARINES SUR,BOMBON,7833,0501704000,cur:exact
2016,REGION V,CAMARINES SUR,BUHI,31139,0501705000,cur:exact
2016,REGION V,CAMARINES SUR,BULA,26795,0501706000,cur:exact
2016,REGION V,CAMARINES SUR,CABUSAO,9082,0501707000,cur:exact
2016,REGION V,CAMARINES SUR,CALABANGA,34225,0501708000,cur:exact
2016,REGION V,CAMARINES SUR,CAMALIGAN,10584,0501709000,cur:exact
2016,REGION V,CAMARINES SUR,CANAMAN,13895,0501710000,cur:exact
2016,REGION V,CAMARINES SUR,CARAMOAN,20717,0501711000,cur:exact
2016,REGION V,CAMARINES SUR,DEL GALLEGO,11382,0501712000,cur:exact
2016,REGION V,CAMARINES SUR,GAINZA,6397,0501713000,cur:exact
2016,REGION V,CAMARINES SUR,GARCHITORENA,10906,0501714000,cur:exact
2016,REGION V,CAMARINES SUR,GOA,22140,0501715000,cur:exact
2016,REGION V,CAMARINES SUR,IRIGA,45147,0501716000,cur:based
2016,REGION V,CAMARINES SUR,LAGONOY,25909,0501717000,cur:exact
2016,REGION V,CAMARINES SUR,LIBMANAN,43489,0501718000,cur:exact
2016,REGION V,CAMARINES SUR,LUPI,13220,0501719000,cur:exact
2016,REGION V,CAMARINES SUR,MAGARAO,13122,0501720000,cur:exact
2016,REGION V,CAMARINES SUR,MILAOR,16053,0501721000,cur:exact
2016,REGION V,CAMARINES SUR,MINALABAC,21396,0501722000,cur:exact
2016,REGION V,CAMARINES SUR,NABUA,30714,0501723000,cur:exact
2016,REGION V,CAMARINES SUR,NAGA,65935,0501724000,cur:based
2016,REGION V,CAMARINES SUR,OCAMPO,18274,0501725000,cur:exact
2016,REGION V,CAMARINES SUR,PAMPLONA,14582,0501726000,cur:exact
2016,REGION V,CAMARINES SUR,PASACAO,19345,0501727000,cur:exact
2016,REGION V,CAMARINES SUR,PILI,33364,0501728000,cur:exact
2016,REGION V,CAMARINES SUR,PRESENTACION PARUBCAN,10642,0501729000,old:stripped
2016,REGION V,CAMARINES SUR,RAGAY,25204,0501730000,cur:exact
2016,REGION V,CAMARINES SUR,SAGNAY,12188,0501731000,cur:exact
2016,REGION V,CAMARINES SUR,SAN FERNANDO,15359,0501732000,cur:exact
2016,REGION V,CAMARINES SUR,SAN JOSE,19520,0501733000,cur:exact
2016,REGION V,CAMARINES SUR,SIPOCOT,26144,0501734000,cur:exact
2016,REGION V,CAMARINES SUR,SIRUMA,8473,0501735000,cur:exact
2016,REGION V,CAMARINES SUR,TIGAON,20594,0501736000,cur:exact
2016,REGION V,CAMARINES SUR,TINAMBAC,25874,0501737000,cur:exact
2016,REGION V,CATANDUANES,BAGAMANOC,6142,0502001000,cur:exact
2016,REGION V,CATANDUANES,BARAS,8145,0502002000,cur:exact
2016,REGION V,CATANDUANES,BATO,12689,0502003000,cur:exact
2016,REGION V,CATANDUANES,CARAMORAN,14716,0502004000,cur:exact
2016,REGION V,CATANDUANES,GIGMOTO,5452,0502005000,cur:exact
2016,REGION V,CATANDUANES,PANDAN,10797,0502006000,cur:exact
2016,REGION V,CATANDUANES,PANGANIBAN PAYO,4376,0502007000,old:stripped
2016,REGION V,CATANDUANES,SAN ANDRES CALOLBON,18638,0502008000,old:stripped
2016,REGION V,CATANDUANES,SAN MIGUEL,8792,0502009000,cur:exact
2016,REGION V,CATANDUANES,VIGA,11863,0502010000,cur:exact
2016,REGION V,CATANDUANES,VIRAC,36259,0502011000,cur:exact
2016,REGION V,MASBATE,AROROY,33481,0504101000,cur:exact
2016,REGION V,MASBATE,BALENO,13412,0504102000,cur:exact
2016,REGION V,MASBATE,BALUD,16718,0504103000,cur:exact
2016,REGION V,MASBATE,BATUAN,3675,0504104000,cur:exact
2016,REGION V,MASBATE,CATAINGAN,15727,0504105000,cur:exact
2016,REGION V,MASBATE,CAWAYAN,23113,0504106000,cur:exact
2016,REGION V,MASBATE,CLAVERIA,9787,0504107000,cur:exact
2016,REGION V,MASBATE,DIMASALANG,10985,0504108000,cur:exact
2016,REGION V,MASBATE,ESPERANZA,7150,0504109000,cur:exact
2016,REGION V,MASBATE,MANDAON,15678,0504110000,cur:exact
2016,REGION V,MASBATE,MASBATE,34324,0504111000,cur:based
2016,REGION V,MASBATE,MILAGROS,23067,0504112000,cur:exact
2016,REGION V,MASBATE,MOBO,14197,0504113000,cur:exact
2016,REGION V,MASBATE,MONREAL,10236,0504114000,cur:exact
2016,REGION V,MASBATE,PALANAS,10759,0504115000,cur:exact
2016,REGION V,MASBATE,PIO V CORPUZ LIMBUHAN,10982,0504116000,cur:exact
2016,REGION V,MASBATE,PLACER,13235,0504117000,cur:exact
2016,REGION V,MASBATE,SAN FERNANDO,10491,0504118000,cur:exact
2016,REGION V,MASBATE,SAN JACINTO,13908,0504119000,cur:exact
2016,REGION V,MASBATE,SAN PASCUAL,14628,0504120000,cur:exact
2016,REGION V,MASBATE,USON,13085,0504121000,cur:exact
2016,REGION V,SORSOGON,BARCELONA,11350,0506202000,cur:exact
2016,REGION V,SORSOGON,BULAN,43311,0506203000,cur:exact
2016,REGION V,SORSOGON,BULUSAN,12604,0506204000,cur:exact
2016,REGION V,SORSOGON,CASIGURAN,12442,0506205000,cur:exact
2016,REGION V,SORSOGON,CASTILLA,23817,0506206000,cur:exact
2016,REGION V,SORSOGON,DONSOL,8719,0506207000,cur:exact
2016,REGION V,SORSOGON,GUBAT,27059,0506208000,cur:exact
2016,REGION V,SORSOGON,IROSIN,25970,0506209000,cur:exact
2016,REGION V,SORSOGON,JUBAN,7787,0506210000,cur:exact
2016,REGION V,SORSOGON,MAGALLANES,6559,0506211000,cur:exact
2016,REGION V,SORSOGON,MATNOG,14126,0506212000,cur:exact
2016,REGION V,SORSOGON,PILAR,25205,0506213000,cur:exact
2016,REGION V,SORSOGON,PRIETO DIAZ,7847,0506214000,cur:exact
2016,REGION V,SORSOGON,SANTA MAGDALENA,4133,0506215000,cur:exact
2016,REGION V,SORSOGON,SORSOGON,68092,0506216000,cur:based
2016,REGION VI,AKLAN,ALTAVAS,11846,0600401000,cur:exact
2016,REGION VI,AKLAN,BALETE,10992,0600402000,cur:exact
2016,REGION VI,AKLAN,BANGA,20333,0600403000,cur:exact
2016,REGION VI,AKLAN,BATAN,12227,0600404000,cur:exact
2016,REGION VI,AKLAN,BURUANGA,9257,0600405000,cur:exact
2016,REGION VI,AKLAN,IBAJAY,21731,0600406000,cur:exact
2016,REGION VI,AKLAN,KALIBO,36522,0600407000,cur:exact
2016,REGION VI,AKLAN,LEZO,7506,0600408000,cur:exact
2016,REGION VI,AKLAN,LIBACAO,13419,0600409000,cur:exact
2016,REGION VI,AKLAN,MADALAG,8846,0600410000,cur:exact
2016,REGION VI,AKLAN,MAKATO,14624,0600411000,cur:exact
2016,REGION VI,AKLAN,MALAY,27137,0600412000,cur:exact
2016,REGION VI,AKLAN,MALINAO,8789,0600413000,cur:exact
2016,REGION VI,AKLAN,NABAS,17029,0600414000,cur:exact
2016,REGION VI,AKLAN,NEW WASHINGTON,21577,0600415000,cur:exact
2016,REGION VI,AKLAN,NUMANCIA,16710,0600416000,cur:exact
2016,REGION VI,AKLAN,TANGALAN,10615,0600417000,cur:exact
2016,REGION VI,ANTIQUE,ANINI Y,8588,0600601000,cur:exact
2016,REGION VI,ANTIQUE,BARBAZA,11123,0600602000,cur:exact
2016,REGION VI,ANTIQUE,BELISON,6979,0600603000,cur:exact
2016,REGION VI,ANTIQUE,BUGASONG,15415,0600604000,cur:exact
2016,REGION VI,ANTIQUE,CALUYA,14737,0600605000,cur:exact
2016,REGION VI,ANTIQUE,CULASI,11315,0600606000,cur:exact
2016,REGION VI,ANTIQUE,HAMTIC,19666,0600608000,cur:exact
2016,REGION VI,ANTIQUE,LAUA AN,13214,0600609000,cur:exact
2016,REGION VI,ANTIQUE,LIBERTAD,7460,0600610000,cur:exact
2016,REGION VI,ANTIQUE,PANDAN,16631,0600611000,cur:exact
2016,REGION VI,ANTIQUE,PATNONGON,13243,0600612000,cur:exact
2016,REGION VI,ANTIQUE,SAN JOSE,24767,0600613000,cur:exact
2016,REGION VI,ANTIQUE,SAN REMIGIO,7390,0600614000,cur:exact
2016,REGION VI,ANTIQUE,SEBASTE,8777,0600615000,cur:exact
2016,REGION VI,ANTIQUE,SIBALOM,25770,0600616000,cur:exact
2016,REGION VI,ANTIQUE,TIBIAO,11925,0600617000,cur:exact
2016,REGION VI,ANTIQUE,TOBIAS FORNIER DAO,12546,0600607000,old:stripped
2016,REGION VI,ANTIQUE,VALDERRAMA,9367,0600618000,cur:exact
2016,REGION VI,CAPIZ,CUARTERO,11957,0601901000,cur:exact
2016,REGION VI,CAPIZ,DAO,10270,0601902000,cur:exact
2016,REGION VI,CAPIZ,DUMALAG,12105,0601903000,cur:exact
2016,REGION VI,CAPIZ,DUMARAO,15280,0601904000,cur:exact
2016,REGION VI,CAPIZ,IVISAN,14961,0601905000,cur:exact
2016,REGION VI,CAPIZ,JAMINDAN,17215,0601906000,cur:exact
2016,REGION VI,CAPIZ,MA AYON,14832,0601907000,cur:exact
2016,REGION VI,CAPIZ,MAMBUSAO,19938,0601908000,cur:exact
2016,REGION VI,CAPIZ,PANAY,16298,0601909000,cur:exact
2016,REGION VI,CAPIZ,PANITAN,9482,0601910000,cur:exact
2016,REGION VI,CAPIZ,PILAR,16351,0601911000,cur:exact
2016,REGION VI,CAPIZ,PONTEVEDRA,19994,0601912000,cur:exact
2016,REGION VI,CAPIZ,PRESIDENT ROXAS,13147,0601913000,cur:exact
2016,REGION VI,CAPIZ,ROXAS,66406,0601914000,cur:based
2016,REGION VI,CAPIZ,SAPI AN,13643,0601915000,cur:exact
2016,REGION VI,CAPIZ,SIGMA,14219,0601916000,cur:exact
2016,REGION VI,CAPIZ,TAPAZ,23306,0601917000,cur:exact
2016,REGION VI,GUIMARAS,BUENAVISTA,24860,0607901000,cur:exact
2016,REGION VI,GUIMARAS,JORDAN,17350,0607902000,cur:exact
2016,REGION VI,GUIMARAS,NUEVA VALENCIA,18780,0607903000,cur:exact
2016,REGION VI,GUIMARAS,SAN LORENZO,12526,0607904000,cur:exact
2016,REGION VI,GUIMARAS,SIBUNAG,10627,0607905000,cur:exact
2016,REGION VI,ILOILO,AJUY,23833,0603001000,cur:exact
2016,REGION VI,ILOILO,ALIMODIAN,17393,0603002000,cur:exact
2016,REGION VI,ILOILO,ANILAO,13833,0603003000,cur:exact
2016,REGION VI,ILOILO,BADIANGAN,10259,0603004000,cur:exact
2016,REGION VI,ILOILO,BALASAN,15433,0603005000,cur:exact
2016,REGION VI,ILOILO,BANATE,16062,0603006000,cur:exact
2016,REGION VI,ILOILO,BAROTAC NUEVO,26360,0603007000,cur:exact
2016,REGION VI,ILOILO,BAROTAC VIEJO,15623,0603008000,cur:exact
2016,REGION VI,ILOILO,BATAD,10038,0603009000,cur:exact
2016,REGION VI,ILOILO,BINGAWAN,6817,0603010000,cur:exact
2016,REGION VI,ILOILO,CABATUAN,23786,0603012000,cur:exact
2016,REGION VI,ILOILO,CALINOG,25046,0603013000,cur:exact
2016,REGION VI,ILOILO,CARLES,27806,0603014000,cur:exact
2016,REGION VI,ILOILO,CONCEPCION,14592,0603015000,cur:exact
2016,REGION VI,ILOILO,DINGLE,20124,0603016000,cur:exact
2016,REGION VI,ILOILO,DUENAS,13301,0603017000,cur:exact
2016,REGION VI,ILOILO,DUMANGAS,34207,0603018000,cur:exact
2016,REGION VI,ILOILO,ESTANCIA,21969,0603019000,cur:exact
2016,REGION VI,ILOILO,GUIMBAL,14885,0603020000,cur:exact
2016,REGION VI,ILOILO,IGBARAS,13761,0603021000,cur:exact
2016,REGION VI,ILOILO,ILOILO,203638,0631000000,cur:based
