user_country,friend_country,user_region,friend_region,scaled_sci
PH,PH,PHL.48_1,PHL.6_1,7632
PH,PH,PHL.28_1,PHL.10_1,4507
PH,PH,PHL.10_1,PHL.28_1,4507
PH,PH,PHL.81_1,PHL.5_1,7256
PH,PH,PHL.5_1,PHL.81_1,7256
PH,PH,PHL.64_1,PHL.50_1,5600
PH,PH,PHL.50_1,PHL.64_1,5600
PH,PH,PHL.59_1,PHL.46_1,14682
PH,PH,PHL.46_1,PHL.59_1,14682
PH,PH,PHL.20_1,PHL.15_1,5849
PH,PH,PHL.15_1,PHL.20_1,5849
PH,PH,PHL.81_1,PHL.13_1,6003
PH,PH,PHL.13_1,PHL.81_1,6003
PH,PH,PHL.56_1,PHL.29_1,3897
PH,PH,PHL.29_1,PHL.56_1,3897
PH,PH,PHL.42_1,PHL.29_1,11247
PH,PH,PHL.29_1,PHL.42_1,11247
PH,PH,PHL.32_1,PHL.29_1,7016
PH,PH,PHL.29_1,PHL.32_1,7016
PH,PH,PHL.51_1,PHL.40_1,9368
PH,PH,PHL.40_1,PHL.51_1,9368
PH,PH,PHL.63_1,PHL.18_1,38877
PH,PH,PHL.18_1,PHL.63_1,38877
PH,PH,PHL.62_1,PHL.59_1,7894
PH,PH,PHL.59_1,PHL.62_1,7894
PH,PH,PHL.74_1,PHL.45_1,6011
PH,PH,PHL.45_1,PHL.74_1,6011
PH,PH,PHL.70_1,PHL.2_1,13466
PH,PH,PHL.2_1,PHL.70_1,13466
PH,PH,PHL.42_1,PHL.2_1,13022
PH,PH,PHL.2_1,PHL.42_1,13022
PH,PH,PHL.6_1,PHL.53_1,12936
PH,PH,PHL.53_1,PHL.6_1,12936
PH,PH,PHL.75_1,PHL.24_1,10609
PH,PH,PHL.24_1,PHL.75_1,10609
PH,PH,PHL.1_1,PHL.10_1,6501
PH,PH,PHL.10_1,PHL.1_1,6501
PH,PH,PHL.72_1,PHL.28_1,36151
PH,PH,PHL.28_1,PHL.72_1,36151
PH,PH,PHL.54_1,PHL.32_1,7059
PH,PH,PHL.32_1,PHL.54_1,7059
PH,PH,PHL.81_1,PHL.45_1,6378
PH,PH,PHL.45_1,PHL.81_1,6378
PH,PH,PHL.38_1,PHL.20_1,4751
PH,PH,PHL.20_1,PHL.38_1,4751
PH,PH,PHL.5_1,PHL.54_1,10237
PH,PH,PHL.54_1,PHL.5_1,10237
PH,PH,PHL.77_1,PHL.68_1,7283
PH,PH,PHL.68_1,PHL.77_1,7283
PH,PH,PHL.65_1,PHL.54_1,10442
PH,PH,PHL.54_1,PHL.65_1,10442
PH,PH,PHL.69_1,PHL.14_1,8251
PH,PH,PHL.14_1,PHL.69_1,8251
PH,PH,PHL.55_1,PHL.14_1,5504
PH,PH,PHL.14_1,PHL.55_1,5504
PH,PH,PHL.46_1,PHL.14_1,17937
PH,PH,PHL.14_1,PHL.46_1,17937
PH,PH,PHL.67_1,PHL.40_1,5168
PH,PH,PHL.40_1,PHL.67_1,5168
PH,PH,PHL.63_1,PHL.52_1,5219
PH,PH,PHL.52_1,PHL.63_1,5219
PH,PH,PHL.5_1,PHL.3_1,7056
PH,PH,PHL.3_1,PHL.5_1,7056
PH,PH,PHL.78_1,PHL.27_1,4997
PH,PH,PHL.27_1,PHL.78_1,4997
PH,PH,PHL.50_1,PHL.27_1,5636
PH,PH,PHL.27_1,PHL.50_1,5636
PH,PH,PHL.60_1,PHL.17_1,40759
PH,PH,PHL.17_1,PHL.60_1,40759
PH,PH,PHL.67_1,PHL.58_1,6804
PH,PH,PHL.58_1,PHL.67_1,6804
PH,PH,PHL.60_1,PHL.38_1,4862
PH,PH,PHL.38_1,PHL.60_1,4862
PH,PH,PHL.1_1,PHL.17_1,8385
PH,PH,PHL.17_1,PHL.1_1,8385
PH,PH,PHL.72_1,PHL.66_1,8214
PH,PH,PHL.66_1,PHL.72_1,8214
PH,PH,PHL.60_1,PHL.24_1,9667
PH,PH,PHL.24_1,PHL.60_1,9667
PH,PH,PHL.43_1,PHL.24_1,13968
PH,PH,PHL.24_1,PHL.43_1,13968
PH,PH,PHL.25_1,PHL.22_1,7375
PH,PH,PHL.22_1,PHL.25_1,7375
PH,PH,PHL.55_1,PHL.35_1,10849
PH,PH,PHL.35_1,PHL.55_1,10849
PH,PH,PHL.71_1,PHL.18_1,4677
PH,PH,PHL.18_1,PHL.71_1,4677
PH,PH,PHL.3_1,PHL.1_1,5768
PH,PH,PHL.1_1,PHL.3_1,5768
PH,PH,PHL.45_1,PHL.35_1,5405
PH,PH,PHL.35_1,PHL.45_1,5405
PH,PH,PHL.75_1,PHL.51_1,8594
PH,PH,PHL.51_1,PHL.75_1,8594
PH,PH,PHL.73_1,PHL.31_1,6703
PH,PH,PHL.31_1,PHL.73_1,6703
PH,PH,PHL.23_1,PHL.20_1,26007
PH,PH,PHL.20_1,PHL.23_1,26007
PH,PH,PHL.56_1,PHL.47_1,10012
PH,PH,PHL.47_1,PHL.56_1,10012
PH,PH,PHL.69_1,PHL.64_1,17709
PH,PH,PHL.64_1,PHL.69_1,17709
PH,PH,PHL.49_1,PHL.24_1,7362
PH,PH,PHL.24_1,PHL.49_1,7362
PH,PH,PHL.7_1,PHL.24_1,6681
PH,PH,PHL.24_1,PHL.7_1,6681
PH,PH,PHL.48_1,PHL.37_1,4383
PH,PH,PHL.37_1,PHL.48_1,4383
PH,PH,PHL.77_1,PHL.4_1,4655
PH,PH,PHL.4_1,PHL.77_1,4655
PH,PH,PHL.7_1,PHL.43_1,5423
PH,PH,PHL.43_1,PHL.7_1,5423
PH,PH,PHL.44_1,PHL.42_1,159437
PH,PH,PHL.42_1,PHL.44_1,159437
PH,PH,PHL.77_1,PHL.36_1,4953
PH,PH,PHL.36_1,PHL.77_1,4953
PH,PH,PHL.55_1,PHL.26_1,4736
PH,PH,PHL.26_1,PHL.55_1,4736
PH,PH,PHL.38_1,PHL.13_1,188507
PH,PH,PHL.13_1,PHL.38_1,188507
PH,PH,PHL.1_1,PHL.14_1,5288
PH,PH,PHL.14_1,PHL.1_1,5288
PH,PH,PHL.47_1,PHL.41_1,10513
PH,PH,PHL.41_1,PHL.47_1,10513
PH,PH,PHL.9_1,PHL.24_1,5558
PH,PH,PHL.24_1,PHL.9_1,5558
PH,PH,PHL.2_1,PHL.17_1,7213
PH,PH,PHL.17_1,PHL.2_1,7213
PH,PH,PHL.68_1,PHL.58_1,6687
PH,PH,PHL.58_1,PHL.68_1,6687
PH,PH,PHL.45_1,PHL.24_1,26646
PH,PH,PHL.24_1,PHL.45_1,26646
PH,PH,PHL.74_1,PHL.32_1,7889
PH,PH,PHL.32_1,PHL.74_1,7889
PH,PH,PHL.4_1,PHL.45_1,7866
PH,PH,PHL.45_1,PHL.4_1,7866
PH,PH,PHL.50_1,PHL.34_1,14030
PH,PH,PHL.34_1,PHL.50_1,14030
PH,PH,PHL.40_1,PHL.23_1,15264
PH,PH,PHL.23_1,PHL.40_1,15264
PH,PH,PHL.48_1,PHL.22_1,7255
PH,PH,PHL.22_1,PHL.48_1,7255
PH,PH,PHL.73_1,PHL.22_1,5106
PH,PH,PHL.22_1,PHL.73_1,5106
PH,PH,PHL.53_1,PHL.26_1,28742
PH,PH,PHL.26_1,PHL.53_1,28742
PH,PH,PHL.74_1,PHL.36_1,7122
PH,PH,PHL.36_1,PHL.74_1,7122
PH,PH,PHL.73_1,PHL.56_1,4624
PH,PH,PHL.56_1,PHL.73_1,4624
PH,PH,PHL.66_1,PHL.49_1,7467
PH,PH,PHL.49_1,PHL.66_1,7467
PH,PH,PHL.65_1,PHL.49_1,6754
PH,PH,PHL.49_1,PHL.65_1,6754
PH,PH,PHL.63_1,PHL.43_1,4393
PH,PH,PHL.43_1,PHL.63_1,4393
PH,PH,PHL.74_1,PHL.69_1,7230
PH,PH,PHL.69_1,PHL.74_1,7230
PH,PH,PHL.21_1,PHL.1_1,3761
PH,PH,PHL.1_1,PHL.21_1,3761
PH,PH,PHL.68_1,PHL.68_1,22645714
PH,PH,PHL.72_1,PHL.68_1,11196
PH,PH,PHL.68_1,PHL.72_1,11196
PH,PH,PHL.73_1,PHL.26_1,8669
PH,PH,PHL.26_1,PHL.73_1,8669
PH,PH,PHL.54_1,PHL.35_1,5088
PH,PH,PHL.35_1,PHL.54_1,5088
PH,PH,PHL.64_1,PHL.4_1,13589
PH,PH,PHL.4_1,PHL.64_1,13589
PH,PH,PHL.54_1,PHL.19_1,9784
PH,PH,PHL.19_1,PHL.54_1,9784
PH,PH,PHL.75_1,PHL.32_1,7840
PH,PH,PHL.32_1,PHL.75_1,7840
PH,PH,PHL.4_1,PHL.24_1,13904
PH,PH,PHL.24_1,PHL.4_1,13904
PH,PH,PHL.54_1,PHL.4_1,7706
PH,PH,PHL.4_1,PHL.54_1,7706
PH,PH,PHL.56_1,PHL.51_1,4285
PH,PH,PHL.51_1,PHL.56_1,4285
PH,PH,PHL.41_1,PHL.37_1,4363
PH,PH,PHL.37_1,PHL.41_1,4363
PH,PH,PHL.69_1,PHL.49_1,5529
PH,PH,PHL.49_1,PHL.69_1,5529
PH,PH,PHL.7_1,PHL.16_1,6854
PH,PH,PHL.16_1,PHL.7_1,6854
PH,PH,PHL.65_1,PHL.59_1,16266
PH,PH,PHL.59_1,PHL.65_1,16266
PH,PH,PHL.9_1,PHL.20_1,5334
PH,PH,PHL.20_1,PHL.9_1,5334
PH,PH,PHL.55_1,PHL.24_1,9859
PH,PH,PHL.24_1,PHL.55_1,9859
PH,PH,PHL.47_1,PHL.17_1,35609
PH,PH,PHL.17_1,PHL.47_1,35609
PH,PH,PHL.43_1,PHL.22_1,7516
PH,PH,PHL.22_1,PHL.43_1,7516
PH,PH,PHL.70_1,PHL.21_1,11323
PH,PH,PHL.21_1,PHL.70_1,11323
PH,PH,PHL.65_1,PHL.51_1,9284
PH,PH,PHL.51_1,PHL.65_1,9284
PH,PH,PHL.33_1,PHL.11_1,19291
PH,PH,PHL.11_1,PHL.33_1,19291
PH,PH,PHL.40_1,PHL.32_1,7126
PH,PH,PHL.32_1,PHL.40_1,7126
PH,PH,PHL.8_1,PHL.75_1,6269
PH,PH,PHL.75_1,PHL.8_1,6269
PH,PH,PHL.25_1,PHL.23_1,4359
PH,PH,PHL.23_1,PHL.25_1,4359
PH,PH,PHL.78_1,PHL.64_1,9796
PH,PH,PHL.64_1,PHL.78_1,9796
PH,PH,PHL.74_1,PHL.30_1,1211468
PH,PH,PHL.30_1,PHL.74_1,1211468
PH,PH,PHL.56_1,PHL.28_1,3714
PH,PH,PHL.28_1,PHL.56_1,3714
PH,PH,PHL.8_1,PHL.55_1,102234
PH,PH,PHL.55_1,PHL.8_1,102234
PH,PH,PHL.75_1,PHL.50_1,6077
PH,PH,PHL.50_1,PHL.75_1,6077
PH,PH,PHL.74_1,PHL.72_1,10853
PH,PH,PHL.72_1,PHL.74_1,10853
PH,PH,PHL.80_1,PHL.22_1,7451
PH,PH,PHL.22_1,PHL.80_1,7451
PH,PH,PHL.63_1,PHL.22_1,4879
PH,PH,PHL.22_1,PHL.63_1,4879
PH,PH,PHL.38_1,PHL.37_1,139520
PH,PH,PHL.37_1,PHL.38_1,139520
PH,PH,PHL.67_1,PHL.49_1,12118
PH,PH,PHL.49_1,PHL.67_1,12118
PH,PH,PHL.81_1,PHL.63_1,5987
PH,PH,PHL.63_1,PHL.81_1,5987
PH,PH,PHL.8_1,PHL.5_1,7434
PH,PH,PHL.5_1,PHL.8_1,7434
PH,PH,PHL.43_1,PHL.19_1,6865
PH,PH,PHL.19_1,PHL.43_1,6865
PH,PH,PHL.66_1,PHL.26_1,8951
PH,PH,PHL.26_1,PHL.66_1,8951
PH,PH,PHL.54_1,PHL.26_1,8094
PH,PH,PHL.26_1,PHL.54_1,8094
PH,PH,PHL.55_1,PHL.29_1,4475
PH,PH,PHL.29_1,PHL.55_1,4475
PH,PH,PHL.42_1,PHL.33_1,4648
PH,PH,PHL.33_1,PHL.42_1,4648
PH,PH,PHL.80_1,PHL.71_1,8689
PH,PH,PHL.71_1,PHL.80_1,8689
PH,PH,PHL.9_1,PHL.28_1,9115
PH,PH,PHL.28_1,PHL.9_1,9115
PH,PH,PHL.39_1,PHL.30_1,4563
PH,PH,PHL.30_1,PHL.39_1,4563
PH,PH,PHL.64_1,PHL.57_1,12522
PH,PH,PHL.57_1,PHL.64_1,12522
PH,PH,PHL.62_1,PHL.40_1,46907
PH,PH,PHL.40_1,PHL.62_1,46907
PH,PH,PHL.46_1,PHL.31_1,10815
PH,PH,PHL.31_1,PHL.46_1,10815
PH,PH,PHL.78_1,PHL.36_1,5907
PH,PH,PHL.36_1,PHL.78_1,5907
PH,PH,PHL.53_1,PHL.36_1,10457
PH,PH,PHL.36_1,PHL.53_1,10457
PH,PH,PHL.53_1,PHL.41_1,19673
PH,PH,PHL.41_1,PHL.53_1,19673
PH,PH,PHL.42_1,PHL.30_1,11504
PH,PH,PHL.30_1,PHL.42_1,11504
PH,PH,PHL.41_1,PHL.11_1,4924
PH,PH,PHL.11_1,PHL.41_1,4924
PH,PH,PHL.65_1,PHL.23_1,10259
PH,PH,PHL.23_1,PHL.65_1,10259
PH,PH,PHL.78_1,PHL.25_1,4849
PH,PH,PHL.25_1,PHL.78_1,4849
PH,PH,PHL.19_1,PHL.18_1,5653
PH,PH,PHL.18_1,PHL.19_1,5653
PH,PH,PHL.70_1,PHL.68_1,11636
PH,PH,PHL.68_1,PHL.70_1,11636
PH,PH,PHL.40_1,PHL.14_1,9687
PH,PH,PHL.14_1,PHL.40_1,9687
PH,PH,PHL.75_1,PHL.71_1,22053
PH,PH,PHL.71_1,PHL.75_1,22053
PH,PH,PHL.14_1,PHL.14_1,9848870
PH,PH,PHL.67_1,PHL.63_1,5531
PH,PH,PHL.63_1,PHL.67_1,5531
PH,PH,PHL.30_1,PHL.28_1,20438
PH,PH,PHL.28_1,PHL.30_1,20438
PH,PH,PHL.69_1,PHL.50_1,5740
PH,PH,PHL.50_1,PHL.69_1,5740
PH,PH,PHL.75_1,PHL.2_1,113233
PH,PH,PHL.2_1,PHL.75_1,113233
PH,PH,PHL.81_1,PHL.67_1,19508
PH,PH,PHL.67_1,PHL.81_1,19508
PH,PH,PHL.70_1,PHL.50_1,5794
PH,PH,PHL.50_1,PHL.70_1,5794
PH,PH,PHL.57_1,PHL.32_1,9384
PH,PH,PHL.32_1,PHL.57_1,9384
PH,PH,PHL.73_1,PHL.32_1,6307
PH,PH,PHL.32_1,PHL.73_1,6307
PH,PH,PHL.73_1,PHL.39_1,2992
PH,PH,PHL.39_1,PHL.73_1,2992
PH,PH,PHL.13_1,PHL.13_1,1372797
PH,PH,PHL.46_1,PHL.28_1,7532
PH,PH,PHL.28_1,PHL.46_1,7532
PH,PH,PHL.75_1,PHL.43_1,11657
PH,PH,PHL.43_1,PHL.75_1,11657
PH,PH,PHL.27_1,PHL.11_1,3402
PH,PH,PHL.11_1,PHL.27_1,3402
PH,PH,PHL.73_1,PHL.13_1,8368
PH,PH,PHL.13_1,PHL.73_1,8368
PH,PH,PHL.9_1,PHL.6_1,5616
PH,PH,PHL.6_1,PHL.9_1,5616
PH,PH,PHL.5_1,PHL.51_1,6108
PH,PH,PHL.51_1,PHL.5_1,6108
PH,PH,PHL.36_1,PHL.15_1,7761
PH,PH,PHL.15_1,PHL.36_1,7761
PH,PH,PHL.47_1,PHL.15_1,13742
PH,PH,PHL.15_1,PHL.47_1,13742
PH,PH,PHL.54_1,PHL.15_1,9580
PH,PH,PHL.15_1,PHL.54_1,9580
PH,PH,PHL.58_1,PHL.39_1,6439
PH,PH,PHL.39_1,PHL.58_1,6439
PH,PH,PHL.24_1,PHL.23_1,18584
PH,PH,PHL.23_1,PHL.24_1,18584
PH,PH,PHL.39_1,PHL.25_1,3631
PH,PH,PHL.25_1,PHL.39_1,3631
PH,PH,PHL.7_1,PHL.14_1,6159
PH,PH,PHL.14_1,PHL.7_1,6159
PH,PH,PHL.73_1,PHL.28_1,10260
PH,PH,PHL.28_1,PHL.73_1,10260
PH,PH,PHL.72_1,PHL.23_1,6207
PH,PH,PHL.23_1,PHL.72_1,6207
PH,PH,PHL.71_1,PHL.70_1,9440
PH,PH,PHL.70_1,PHL.71_1,9440
PH,PH,PHL.63_1,PHL.45_1,5837
PH,PH,PHL.45_1,PHL.63_1,5837
PH,PH,PHL.14_1,PHL.13_1,6149
PH,PH,PHL.13_1,PHL.14_1,6149
PH,PH,PHL.52_1,PHL.13_1,6706
PH,PH,PHL.13_1,PHL.52_1,6706
PH,PH,PHL.44_1,PHL.16_1,14668
PH,PH,PHL.16_1,PHL.44_1,14668
PH,PH,PHL.56_1,PHL.55_1,27272
PH,PH,PHL.55_1,PHL.56_1,27272
PH,PH,PHL.56_1,PHL.34_1,15909
PH,PH,PHL.34_1,PHL.56_1,15909
PH,PH,PHL.43_1,PHL.42_1,4869
PH,PH,PHL.42_1,PHL.43_1,4869
PH,PH,PHL.65_1,PHL.60_1,7676
PH,PH,PHL.60_1,PHL.65_1,7676
PH,PH,PHL.50_1,PHL.50_1,6611214
PH,PH,PHL.58_1,PHL.2_1,6233
PH,PH,PHL.2_1,PHL.58_1,6233
PH,PH,PHL.79_1,PHL.12_1,6241
PH,PH,PHL.12_1,PHL.79_1,6241
PH,PH,PHL.75_1,PHL.6_1,8189
PH,PH,PHL.6_1,PHL.75_1,8189
PH,PH,PHL.67_1,PHL.31_1,8097
PH,PH,PHL.31_1,PHL.67_1,8097
PH,PH,PHL.79_1,PHL.46_1,12364
PH,PH,PHL.46_1,PHL.79_1,12364
PH,PH,PHL.73_1,PHL.46_1,8794
PH,PH,PHL.46_1,PHL.73_1,8794
PH,PH,PHL.62_1,PHL.51_1,5706
PH,PH,PHL.51_1,PHL.62_1,5706
PH,PH,PHL.75_1,PHL.13_1,5068
PH,PH,PHL.13_1,PHL.75_1,5068
PH,PH,PHL.78_1,PHL.70_1,5301
PH,PH,PHL.70_1,PHL.78_1,5301
PH,PH,PHL.49_1,PHL.46_1,8592
PH,PH,PHL.46_1,PHL.49_1,8592
PH,PH,PHL.46_1,PHL.46_1,2745519
PH,PH,PHL.55_1,PHL.55_1,778359
PH,PH,PHL.48_1,PHL.29_1,12675
PH,PH,PHL.29_1,PHL.48_1,12675
PH,PH,PHL.8_1,PHL.29_1,5722
PH,PH,PHL.29_1,PHL.8_1,5722
PH,PH,PHL.56_1,PHL.35_1,22163
PH,PH,PHL.35_1,PHL.56_1,22163
PH,PH,PHL.52_1,PHL.10_1,6497
PH,PH,PHL.10_1,PHL.52_1,6497
PH,PH,PHL.8_1,PHL.37_1,34319
PH,PH,PHL.37_1,PHL.8_1,34319
PH,PH,PHL.54_1,PHL.27_1,6614
PH,PH,PHL.27_1,PHL.54_1,6614
PH,PH,PHL.48_1,PHL.42_1,13176
PH,PH,PHL.42_1,PHL.48_1,13176
PH,PH,PHL.63_1,PHL.57_1,7363
PH,PH,PHL.57_1,PHL.63_1,7363
PH,PH,PHL.33_1,PHL.21_1,3326
PH,PH,PHL.21_1,PHL.33_1,3326
PH,PH,PHL.71_1,PHL.47_1,19629
PH,PH,PHL.47_1,PHL.71_1,19629
PH,PH,PHL.74_1,PHL.73_1,11989
PH,PH,PHL.73_1,PHL.74_1,11989
PH,PH,PHL.62_1,PHL.21_1,4862
PH,PH,PHL.21_1,PHL.62_1,4862
PH,PH,PHL.8_1,PHL.63_1,82582
PH,PH,PHL.63_1,PHL.8_1,82582
PH,PH,PHL.81_1,PHL.52_1,23587
PH,PH,PHL.52_1,PHL.81_1,23587
PH,PH,PHL.63_1,PHL.10_1,6475
PH,PH,PHL.10_1,PHL.63_1,6475
PH,PH,PHL.59_1,PHL.43_1,8457
PH,PH,PHL.43_1,PHL.59_1,8457
PH,PH,PHL.65_1,PHL.64_1,19615
PH,PH,PHL.64_1,PHL.65_1,19615
PH,PH,PHL.76_1,PHL.72_1,5195
PH,PH,PHL.72_1,PHL.76_1,5195
PH,PH,PHL.68_1,PHL.37_1,4167
PH,PH,PHL.37_1,PHL.68_1,4167
PH,PH,PHL.27_1,PHL.1_1,4511
PH,PH,PHL.1_1,PHL.27_1,4511
PH,PH,PHL.41_1,PHL.1_1,4855
PH,PH,PHL.1_1,PHL.41_1,4855
PH,PH,PHL.75_1,PHL.47_1,11343
PH,PH,PHL.47_1,PHL.75_1,11343
PH,PH,PHL.81_1,PHL.17_1,7329
PH,PH,PHL.17_1,PHL.81_1,7329
PH,PH,PHL.71_1,PHL.65_1,7639
PH,PH,PHL.65_1,PHL.71_1,7639
PH,PH,PHL.9_1,PHL.80_1,234642
PH,PH,PHL.80_1,PHL.9_1,234642
PH,PH,PHL.80_1,PHL.27_1,12685
PH,PH,PHL.27_1,PHL.80_1,12685
PH,PH,PHL.18_1,PHL.17_1,9136
PH,PH,PHL.17_1,PHL.18_1,9136
PH,PH,PHL.9_1,PHL.58_1,5285
PH,PH,PHL.58_1,PHL.9_1,5285
PH,PH,PHL.66_1,PHL.11_1,4864
PH,PH,PHL.11_1,PHL.66_1,4864
PH,PH,PHL.35_1,PHL.32_1,4042
PH,PH,PHL.32_1,PHL.35_1,4042
PH,PH,PHL.9_1,PHL.51_1,5390
PH,PH,PHL.51_1,PHL.9_1,5390
PH,PH,PHL.68_1,PHL.11_1,4469
PH,PH,PHL.11_1,PHL.68_1,4469
PH,PH,PHL.54_1,PHL.37_1,5526
PH,PH,PHL.37_1,PHL.54_1,5526
PH,PH,PHL.79_1,PHL.47_1,12087
PH,PH,PHL.47_1,PHL.79_1,12087
PH,PH,PHL.43_1,PHL.3_1,12692
PH,PH,PHL.3_1,PHL.43_1,12692
PH,PH,PHL.62_1,PHL.45_1,40772
PH,PH,PHL.45_1,PHL.62_1,40772
PH,PH,PHL.51_1,PHL.14_1,8599
PH,PH,PHL.14_1,PHL.51_1,8599
PH,PH,PHL.60_1,PHL.36_1,5429
PH,PH,PHL.36_1,PHL.60_1,5429
PH,PH,PHL.8_1,PHL.56_1,47236
PH,PH,PHL.56_1,PHL.8_1,47236
PH,PH,PHL.68_1,PHL.64_1,7845
PH,PH,PHL.64_1,PHL.68_1,7845
PH,PH,PHL.71_1,PHL.64_1,13695
PH,PH,PHL.64_1,PHL.71_1,13695
PH,PH,PHL.71_1,PHL.21_1,15180
PH,PH,PHL.21_1,PHL.71_1,15180
PH,PH,PHL.67_1,PHL.17_1,4934
PH,PH,PHL.17_1,PHL.67_1,4934
PH,PH,PHL.8_1,PHL.65_1,10206
PH,PH,PHL.65_1,PHL.8_1,10206
PH,PH,PHL.54_1,PHL.2_1,7613
PH,PH,PHL.2_1,PHL.54_1,7613
PH,PH,PHL.6_1,PHL.35_1,4582
PH,PH,PHL.35_1,PHL.6_1,4582
PH,PH,PHL.60_1,PHL.56_1,6713
PH,PH,PHL.56_1,PHL.60_1,6713
PH,PH,PHL.40_1,PHL.26_1,5859
PH,PH,PHL.26_1,PHL.40_1,5859
PH,PH,PHL.34_1,PHL.17_1,7792
PH,PH,PHL.17_1,PHL.34_1,7792
PH,PH,PHL.53_1,PHL.40_1,5819
PH,PH,PHL.40_1,PHL.53_1,5819
PH,PH,PHL.79_1,PHL.76_1,5279
PH,PH,PHL.76_1,PHL.79_1,5279
PH,PH,PHL.36_1,PHL.13_1,5108
PH,PH,PHL.13_1,PHL.36_1,5108
PH,PH,PHL.6_1,PHL.14_1,8559
PH,PH,PHL.14_1,PHL.6_1,8559
PH,PH,PHL.64_1,PHL.33_1,4862
PH,PH,PHL.33_1,PHL.64_1,4862
PH,PH,PHL.2_1,PHL.11_1,4982
PH,PH,PHL.11_1,PHL.2_1,4982
PH,PH,PHL.62_1,PHL.1_1,5467
PH,PH,PHL.1_1,PHL.62_1,5467
PH,PH,PHL.78_1,PHL.22_1,6697
PH,PH,PHL.22_1,PHL.78_1,6697
PH,PH,PHL.34_1,PHL.25_1,3310
PH,PH,PHL.25_1,PHL.34_1,3310
PH,PH,PHL.71_1,PHL.6_1,7719
PH,PH,PHL.6_1,PHL.71_1,7719
PH,PH,PHL.70_1,PHL.27_1,27036
PH,PH,PHL.27_1,PHL.70_1,27036
PH,PH,PHL.47_1,PHL.27_1,7332
PH,PH,PHL.27_1,PHL.47_1,7332
PH,PH,PHL.33_1,PHL.14_1,4102
PH,PH,PHL.14_1,PHL.33_1,4102
PH,PH,PHL.41_1,PHL.41_1,1826943
PH,PH,PHL.57_1,PHL.29_1,7329
PH,PH,PHL.29_1,PHL.57_1,7329
PH,PH,PHL.17_1,PHL.14_1,12163
PH,PH,PHL.14_1,PHL.17_1,12163
PH,PH,PHL.9_1,PHL.71_1,5588
PH,PH,PHL.71_1,PHL.9_1,5588
PH,PH,PHL.54_1,PHL.42_1,6200
PH,PH,PHL.42_1,PHL.54_1,6200
PH,PH,PHL.52_1,PHL.36_1,12594
PH,PH,PHL.36_1,PHL.52_1,12594
PH,PH,PHL.9_1,PHL.59_1,13014
PH,PH,PHL.59_1,PHL.9_1,13014
PH,PH,PHL.78_1,PHL.10_1,150472
PH,PH,PHL.10_1,PHL.78_1,150472
PH,PH,PHL.75_1,PHL.52_1,12496
PH,PH,PHL.52_1,PHL.75_1,12496
PH,PH,PHL.4_1,PHL.12_1,8150
PH,PH,PHL.12_1,PHL.4_1,8150
PH,PH,PHL.64_1,PHL.23_1,18168
PH,PH,PHL.23_1,PHL.64_1,18168
PH,PH,PHL.57_1,PHL.23_1,9752
PH,PH,PHL.23_1,PHL.57_1,9752
PH,PH,PHL.73_1,PHL.6_1,5863
PH,PH,PHL.6_1,PHL.73_1,5863
PH,PH,PHL.49_1,PHL.32_1,7196
PH,PH,PHL.32_1,PHL.49_1,7196
PH,PH,PHL.28_1,PHL.24_1,6901
PH,PH,PHL.24_1,PHL.28_1,6901
PH,PH,PHL.38_1,PHL.24_1,5539
PH,PH,PHL.24_1,PHL.38_1,5539
PH,PH,PHL.22_1,PHL.22_1,3086202
PH,PH,PHL.13_1,PHL.12_1,5813
PH,PH,PHL.12_1,PHL.13_1,5813
PH,PH,PHL.81_1,PHL.70_1,16522
PH,PH,PHL.70_1,PHL.81_1,16522
PH,PH,PHL.73_1,PHL.14_1,8929
PH,PH,PHL.14_1,PHL.73_1,8929
PH,PH,PHL.44_1,PHL.14_1,6655
PH,PH,PHL.14_1,PHL.44_1,6655
PH,PH,PHL.68_1,PHL.52_1,203963
PH,PH,PHL.52_1,PHL.68_1,203963
PH,PH,PHL.66_1,PHL.54_1,229562
PH,PH,PHL.54_1,PHL.66_1,229562
PH,PH,PHL.63_1,PHL.54_1,5603
PH,PH,PHL.54_1,PHL.63_1,5603
PH,PH,PHL.8_1,PHL.71_1,5864
PH,PH,PHL.71_1,PHL.8_1,5864
PH,PH,PHL.76_1,PHL.62_1,6216
PH,PH,PHL.62_1,PHL.76_1,6216
PH,PH,PHL.61_1,PHL.49_1,4361
PH,PH,PHL.49_1,PHL.61_1,4361
PH,PH,PHL.73_1,PHL.63_1,4704
PH,PH,PHL.63_1,PHL.73_1,4704
PH,PH,PHL.81_1,PHL.14_1,10926
PH,PH,PHL.14_1,PHL.81_1,10926
PH,PH,PHL.67_1,PHL.56_1,4732
PH,PH,PHL.56_1,PHL.67_1,4732
PH,PH,PHL.65_1,PHL.36_1,11019
PH,PH,PHL.36_1,PHL.65_1,11019
PH,PH,PHL.79_1,PHL.70_1,12669
PH,PH,PHL.70_1,PHL.79_1,12669
PH,PH,PHL.37_1,PHL.16_1,5002
PH,PH,PHL.16_1,PHL.37_1,5002
PH,PH,PHL.67_1,PHL.21_1,9996
PH,PH,PHL.21_1,PHL.67_1,9996
PH,PH,PHL.59_1,PHL.10_1,6658
PH,PH,PHL.10_1,PHL.59_1,6658
PH,PH,PHL.51_1,PHL.24_1,10964
